time;ckpt;id;money
272;gate-keeper;7;
304;meat_0;7;
306;final-crs_9;7;471
853;gate-keeper;26;
854;gate-keeper;27;
857;vege_0;26;
859;vege_1;27;
891;final-crs_1;26;537
901;final-crs_4;27;449
1006;gate-keeper;31;
1007;gate-keeper;32;
1011;vege_0;31;
1026;final-crs_9;31;135
1041;meat_1;32;
1043;final-crs_8;32;859
1479;gate-keeper;48;
1481;vege_0;48;
1505;final-crs_4;48;1224
1829;gate-keeper;59;
1830;vege_1;59;
1830;gate-keeper;60;
1831;final-crs_3;59;1803
1837;vege_0;60;
1839;final-crs_6;60;793
2364;gate-keeper;77;
2365;gate-keeper;78;
2369;vege_1;78;
2386;meat_1;77;
2403;final-crs_7;78;2260
2404;final-crs_4;77;1282
2926;gate-keeper;92;
2927;gate-keeper;93;
2928;gate-keeper;94;
2929;gate-keeper;95;
2930;vege_0;92;
2930;gate-keeper;96;
2931;vege_1;93;
2936;frui_0;96;
2938;final-crs_1;92;229
2939;vege_0;95;
2941;final-crs_0;93;2416
2955;meat_0;94;
3002;final-crs_8;96;1614
3003;final-crs_2;95;846
3007;final-crs_9;94;192
3124;gate-keeper;101;
3125;gate-keeper;102;
3126;gate-keeper;103;
3133;vege_1;102;
3142;meat_1;101;
3147;meat_0;103;
3157;final-crs_0;102;1406
3165;final-crs_10;101;680
3213;final-crs_1;103;900
3333;gate-keeper;110;
3334;vege_0;110;
3349;final-crs_7;110;1366
3619;gate-keeper;119;
3620;gate-keeper;120;
3624;vege_0;119;
3632;final-crs_0;119;282
3640;meat_0;120;
3684;final-crs_9;120;960
3839;gate-keeper;127;
3842;vege_1;127;
3857;final-crs_0;127;109
3974;gate-keeper;131;
3975;vege_0;131;
3979;final-crs_8;131;1228
4309;gate-keeper;143;
4312;vege_0;143;
4355;final-crs_10;143;106
4667;gate-keeper;153;
4668;frui_0;153;
4668;gate-keeper;154;
4669;gate-keeper;155;
4697;meat_1;154;
4709;final-crs_3;153;1776
4709;final-crs_6;154;120
4721;meat_0;155;
4736;final-crs_8;155;1225
4768;gate-keeper;156;
4769;meat_0;156;
4769;gate-keeper;157;
4770;gate-keeper;158;
4774;vege_0;158;
4781;final-crs_4;156;1382
4784;final-crs_5;158;214
4828;meat_1;157;
4859;final-crs_9;157;2680
5015;gate-keeper;163;
5016;gate-keeper;164;
5017;frui_0;163;
5017;gate-keeper;165;
5018;frui_1;165;
5018;gate-keeper;166;
5024;vege_1;164;
5027;vege_0;166;
5035;final-crs_10;163;2801
5037;final-crs_5;165;953
5121;final-crs_9;164;927
5136;final-crs_1;166;436
5311;gate-keeper;175;
5312;gate-keeper;176;
5315;vege_1;175;
5319;vege_0;176;
5342;final-crs_1;175;718
5378;final-crs_9;176;1311
5568;gate-keeper;185;
5570;meat_0;185;
5582;final-crs_1;185;161
5845;gate-keeper;194;
5850;vege_0;194;
5856;final-crs_8;194;214
6147;gate-keeper;204;
6148;vege_1;204;
6156;final-crs_3;204;194
6447;gate-keeper;214;
6453;vege_0;214;
6475;final-crs_2;214;1045
6593;gate-keeper;216;
6594;vege_0;216;
6594;gate-keeper;217;
6595;gate-keeper;218;
6596;gate-keeper;219;
6602;vege_1;218;
6610;final-crs_8;216;909
6618;final-crs_3;218;653
6652;meat_1;217;
6656;meat_0;219;
6672;final-crs_7;217;728
6705;final-crs_4;219;466
6758;gate-keeper;224;
6759;gate-keeper;225;
6765;vege_1;224;
6767;final-crs_5;224;239
6767;vege_0;225;
6830;final-crs_6;225;242
7052;gate-keeper;235;
7055;frui_0;235;
7099;final-crs_3;235;1342
7341;gate-keeper;244;
7342;gate-keeper;245;
7345;vege_0;244;
7348;vege_1;245;
7369;final-crs_8;244;266
7376;final-crs_1;245;254
7710;gate-keeper;256;
7711;gate-keeper;257;
7713;vege_0;256;
7717;final-crs_10;256;658
7717;vege_1;257;
7799;final-crs_8;257;2037
7958;gate-keeper;264;
7959;gate-keeper;265;
7961;vege_0;264;
7966;vege_1;265;
7981;final-crs_0;264;1587
8041;final-crs_8;265;1212
8276;gate-keeper;274;
8277;gate-keeper;275;
8289;meat_0;274;
8292;final-crs_4;274;111
8335;meat_1;275;
8351;final-crs_2;275;526
8475;gate-keeper;280;
8476;gate-keeper;281;
8480;frui_0;281;
8507;final-crs_8;281;1945
8513;meat_1;280;
8522;final-crs_10;280;1599
8583;gate-keeper;285;
8589;vege_1;285;
8599;final-crs_2;285;359
9175;gate-keeper;304;
