time;ckpt;id;money
275;gate-keeper;15;
276;frui_1;15;
276;gate-keeper;16;
277;final-crs_7;15;416
277;frui_0;16;
277;gate-keeper;17;
278;vege_0;17;
304;final-crs_1;16;458
418;final-crs_0;17;592
579;gate-keeper;36;
580;frui_0;36;
624;final-crs_6;36;1016
869;gate-keeper;55;
870;frui_1;55;
870;gate-keeper;56;
874;frui_0;56;
906;final-crs_4;55;2931
908;final-crs_0;56;3164
916;gate-keeper;58;
917;gate-keeper;59;
924;vege_0;58;
951;final-crs_9;58;1043
960;meat_0;59;
964;final-crs_2;59;275
1250;gate-keeper;80;
1253;vege_0;80;
1305;final-crs_3;80;978
1563;gate-keeper;100;
1570;vege_0;100;
1573;final-crs_1;100;2236
1787;gate-keeper;112;
1788;vege_0;112;
1788;gate-keeper;113;
1789;gate-keeper;114;
1791;vege_1;113;
1796;meat_0;114;
1824;final-crs_4;112;661
1843;final-crs_0;113;787
1845;final-crs_11;114;374
1858;gate-keeper;117;
1859;frui_0;117;
1859;gate-keeper;118;
1860;gate-keeper;119;
1861;vege_0;118;
1864;frui_1;119;
1865;final-crs_1;117;1567
1884;final-crs_9;118;1787
1894;final-crs_2;119;1952
2635;gate-keeper;167;
2636;gate-keeper;168;
2640;frui_0;167;
2642;frui_1;168;
2674;final-crs_10;167;648
2679;final-crs_7;168;783
2681;gate-keeper;170;
2682;gate-keeper;171;
2684;vege_1;171;
2698;meat_0;170;
2731;final-crs_4;171;592
2748;final-crs_0;170;2181
2907;gate-keeper;186;
2909;vege_1;186;
2912;final-crs_7;186;224
3187;gate-keeper;202;
3188;gate-keeper;203;
3189;frui_0;202;
3189;gate-keeper;204;
3192;vege_1;203;
3194;frui_0;204;
3227;final-crs_4;202;1458
3242;final-crs_5;203;2525
3248;final-crs_8;204;2061
3519;gate-keeper;226;
3524;vege_1;226;
3540;final-crs_2;226;1073
3592;gate-keeper;231;
3613;meat_0;231;
3641;final-crs_7;231;672
3798;gate-keeper;242;
3799;frui_0;242;
3799;gate-keeper;243;
3800;gate-keeper;244;
3802;vege_0;243;
3802;frui_1;244;
3825;gate-keeper;245;
3826;final-crs_1;242;891
3826;gate-keeper;246;
3827;frui_0;245;
3832;final-crs_4;243;2022
3832;final-crs_10;244;2210
3833;vege_0;246;
3874;final-crs_7;245;538
3927;final-crs_8;246;310
4141;gate-keeper;262;
4142;gate-keeper;263;
4143;gate-keeper;264;
4144;frui_1;264;
4144;gate-keeper;265;
4145;vege_0;263;
4145;meat_0;262;
4146;vege_1;265;
4185;final-crs_5;264;390
4193;final-crs_11;263;1132
4210;final-crs_8;262;1136
4214;final-crs_6;265;2262
4504;gate-keeper;289;
4523;meat_0;289;
4528;final-crs_2;289;2111
4634;gate-keeper;295;
4635;frui_1;295;
4635;gate-keeper;296;
4636;gate-keeper;297;
4637;gate-keeper;298;
4639;vege_0;297;
4639;meat_0;296;
4643;frui_0;298;
4657;final-crs_6;295;1651
4677;final-crs_8;297;616
4722;final-crs_5;296;1182
4755;final-crs_2;298;490
4915;gate-keeper;314;
4916;vege_0;314;
