time;ckpt;id;money
273;gate-keeper;0;
275;vege_1;0;
429;final-crs_0;0;1599
543;gate-keeper;1;
548;vege_1;1;
663;final-crs_0;1;1277
726;gate-keeper;2;
729;vege_1;2;
751;final-crs_2;2;529
1057;gate-keeper;3;
1060;vege_1;3;
1065;final-crs_4;3;961
1374;gate-keeper;4;
1375;gate-keeper;5;
1380;vege_1;4;
1381;vege_0;5;
1402;final-crs_1;4;725
1445;final-crs_3;5;1057
1527;gate-keeper;6;
1536;meat_1;6;
1542;final-crs_4;6;652
1983;gate-keeper;7;
1989;vege_0;7;
2044;final-crs_4;7;455
2284;gate-keeper;8;
2285;gate-keeper;9;
2300;meat_0;8;
2320;final-crs_1;8;345
2325;meat_1;9;
2353;final-crs_0;9;451
2612;gate-keeper;10;
2624;meat_0;10;
2625;final-crs_3;10;804
2926;gate-keeper;11;
2927;gate-keeper;12;
2928;frui_0;12;
2930;meat_1;11;
2954;final-crs_2;12;697
2986;final-crs_4;11;573
3248;gate-keeper;13;
3255;vege_1;13;
3277;final-crs_0;13;768
3537;gate-keeper;14;
3540;vege_1;14;
3545;final-crs_5;14;259
3589;gate-keeper;15;
3625;meat_1;15;
3711;final-crs_4;15;273
3750;gate-keeper;16;
3755;vege_0;16;
3764;final-crs_2;16;473
4129;gate-keeper;17;
4130;vege_0;17;
4155;final-crs_4;17;82
4222;gate-keeper;18;
4224;vege_0;18;
4230;final-crs_1;18;254
4442;gate-keeper;19;
4448;vege_1;19;
4450;final-crs_0;19;602
4684;gate-keeper;20;
4691;meat_1;20;
4727;final-crs_1;20;1337
4922;gate-keeper;21;
4927;vege_1;21;
4988;final-crs_0;21;997
5283;gate-keeper;22;
5284;gate-keeper;23;
5290;vege_0;22;
5291;vege_1;23;
5354;final-crs_5;22;807
5403;final-crs_4;23;760
5559;gate-keeper;24;
5562;meat_1;24;
5641;final-crs_4;24;1102
5841;gate-keeper;25;
5845;vege_0;25;
5889;final-crs_3;25;854
5968;gate-keeper;26;
5974;vege_0;26;
5990;final-crs_5;26;117
6142;gate-keeper;27;
6154;meat_0;27;
6164;final-crs_0;27;881
6408;gate-keeper;28;
6409;frui_0;28;
6414;final-crs_0;28;1321
6729;gate-keeper;29;
6730;vege_0;29;
6803;final-crs_3;29;1648
7007;gate-keeper;30;
7009;vege_0;30;
7054;final-crs_2;30;339
7317;gate-keeper;31;
7319;vege_1;31;
7376;final-crs_1;31;1230
7572;gate-keeper;32;
7573;gate-keeper;33;
7581;meat_0;32;
7590;meat_1;33;
7629;final-crs_1;32;653
7651;final-crs_4;33;941
7895;gate-keeper;34;
7896;meat_0;34;
7904;final-crs_4;34;1335
8223;gate-keeper;35;
8224;gate-keeper;36;
8258;meat_0;35;
8283;meat_1;36;
8288;final-crs_0;35;1520
8308;final-crs_2;36;625
8525;gate-keeper;37;
8528;vege_0;37;
8549;final-crs_0;37;1833
8634;gate-keeper;38;
8637;frui_1;38;
8641;final-crs_3;38;800
8826;gate-keeper;39;
8838;meat_0;39;
8911;final-crs_1;39;423
9135;gate-keeper;40;
9140;vege_1;40;
9147;final-crs_1;40;643
9431;gate-keeper;41;
9432;frui_0;41;
9470;final-crs_0;41;937
9730;gate-keeper;42;
9732;vege_0;42;
9767;final-crs_3;42;137
10034;gate-keeper;43;
10035;gate-keeper;44;
10040;vege_1;43;
10049;meat_1;44;
10076;final-crs_1;43;1741
10112;final-crs_2;44;185
10312;gate-keeper;45;
10341;meat_1;45;
10359;final-crs_2;45;857
10686;gate-keeper;46;
10687;gate-keeper;47;
10693;vege_1;46;
10694;vege_0;47;
10705;final-crs_5;46;558
10710;final-crs_4;47;126
11050;gate-keeper;48;
11054;vege_1;48;
11113;final-crs_2;48;284
11340;gate-keeper;49;
11347;vege_0;49;
11370;final-crs_4;49;593
11648;gate-keeper;50;
11653;vege_0;50;
11672;final-crs_5;50;694
11901;gate-keeper;51;
11902;gate-keeper;52;
11903;vege_0;52;
11907;meat_1;51;
12019;final-crs_2;52;1843
12030;final-crs_3;51;289
12205;gate-keeper;53;
12217;meat_1;53;
12246;final-crs_3;53;449
12488;gate-keeper;54;
12489;vege_1;54;
12494;final-crs_2;54;513
12819;gate-keeper;55;
12820;vege_1;55;
12820;gate-keeper;56;
12821;vege_0;56;
12827;final-crs_4;55;657
12831;final-crs_0;56;93
13094;gate-keeper;57;
13101;vege_1;57;
13134;final-crs_5;57;1689
13351;gate-keeper;58;
13352;gate-keeper;59;
13353;vege_0;59;
13361;meat_1;58;
13380;final-crs_3;59;1635
13448;final-crs_2;58;173
13686;gate-keeper;60;
13687;frui_0;60;
13806;final-crs_4;60;447
13876;gate-keeper;61;
13907;meat_1;61;
13944;final-crs_2;61;838
14018;gate-keeper;62;
14023;meat_1;62;
14026;final-crs_1;62;674
14306;gate-keeper;63;
14311;vege_1;63;
14315;final-crs_4;63;1635
14618;gate-keeper;64;
14633;meat_1;64;
14638;final-crs_3;64;562
14724;gate-keeper;65;
14729;vege_0;65;
14765;final-crs_1;65;790
14888;gate-keeper;66;
14906;meat_0;66;
14991;final-crs_5;66;1309
15214;gate-keeper;67;
15220;meat_1;67;
15270;final-crs_5;67;1064
15423;gate-keeper;68;
15425;vege_0;68;
15493;final-crs_5;68;376
15735;gate-keeper;69;
15736;vege_1;69;
15764;final-crs_4;69;1269
15847;gate-keeper;70;
15857;meat_1;70;
15988;final-crs_1;70;817
16372;gate-keeper;71;
16373;gate-keeper;72;
16375;frui_1;71;
16376;meat_1;72;
16441;final-crs_0;71;370
16455;final-crs_1;72;908
16652;gate-keeper;73;
16657;vege_0;73;
16667;final-crs_0;73;752
16885;gate-keeper;74;
16888;vege_0;74;
16905;final-crs_0;74;356
16943;gate-keeper;75;
16948;vege_1;75;
16977;final-crs_2;75;709
17264;gate-keeper;76;
17278;meat_0;76;
17300;final-crs_3;76;1268
17567;gate-keeper;77;
17568;gate-keeper;78;
17573;vege_0;78;
17575;meat_0;77;
17635;final-crs_0;78;100
17663;final-crs_1;77;421
17903;gate-keeper;79;
17906;vege_1;79;
17935;final-crs_5;79;681
18189;gate-keeper;80;
18191;vege_1;80;
18207;final-crs_4;80;200
18220;gate-keeper;81;
18233;meat_1;81;
18236;final-crs_2;81;856
18542;gate-keeper;82;
18553;meat_0;82;
18613;final-crs_0;82;552
18893;gate-keeper;83;
18894;gate-keeper;84;
18895;vege_1;83;
18901;vege_0;84;
18947;final-crs_5;83;1818
19040;final-crs_2;84;399
19228;gate-keeper;85;
19233;vege_0;85;
19303;final-crs_1;85;561
19520;gate-keeper;86;
19526;vege_1;86;
19531;final-crs_1;86;414
19843;gate-keeper;87;
19844;gate-keeper;88;
19845;vege_1;87;
19845;gate-keeper;89;
19846;gate-keeper;90;
19871;final-crs_3;87;1171
19881;meat_1;88;
19884;final-crs_5;88;143
19889;meat_0;89;
19940;meat_1;90;
19967;gate-keeper;91;
19968;gate-keeper;92;
19969;gate-keeper;93;
19973;vege_1;91;
19975;vege_0;92;
19998;meat_1;93;
20039;final-crs_1;89;424
20051;final-crs_4;90;563
20068;final-crs_0;91;993
20068;final-crs_5;92;1476
20098;final-crs_2;93;852
20128;gate-keeper;94;
20129;gate-keeper;95;
20130;gate-keeper;96;
20131;gate-keeper;97;
20136;frui_1;97;
20137;final-crs_3;97;649
20137;vege_0;95;
20137;vege_1;96;
20157;meat_1;94;
20277;final-crs_1;95;702
20284;final-crs_0;96;1364
20296;final-crs_2;94;250
20413;gate-keeper;98;
20414;gate-keeper;99;
20415;vege_0;98;
20415;gate-keeper;100;
20417;vege_1;99;
20423;vege_0;100;
20507;final-crs_2;98;190
20518;final-crs_1;99;813
20525;final-crs_4;100;267
20766;gate-keeper;101;
20767;gate-keeper;102;
20773;frui_0;102;
20798;final-crs_4;102;614
20827;meat_1;101;
20857;final-crs_3;101;232
20878;gate-keeper;103;
20879;gate-keeper;104;
20880;vege_1;104;
20880;gate-keeper;105;
20881;gate-keeper;106;
20882;vege_0;105;
20886;frui_0;106;
20890;meat_0;103;
20982;final-crs_2;104;725
20983;final-crs_1;105;1510
21016;final-crs_5;106;895
21041;final-crs_4;103;934
21045;gate-keeper;107;
21046;gate-keeper;108;
21047;vege_1;108;
21047;gate-keeper;109;
21048;gate-keeper;110;
21050;meat_1;107;
21055;vege_0;109;
21055;vege_1;110;
21062;final-crs_0;108;1032
21133;final-crs_3;107;853
21198;final-crs_2;109;1286
21213;final-crs_5;110;651
21303;gate-keeper;111;
21304;vege_0;111;
21304;gate-keeper;112;
21305;gate-keeper;113;
21306;vege_1;112;
21306;gate-keeper;114;
21313;vege_0;113;
21315;vege_1;114;
21335;final-crs_0;111;714
21429;final-crs_3;112;508
21468;final-crs_2;113;241
21481;final-crs_5;114;2096
21598;gate-keeper;115;
21599;gate-keeper;116;
21600;gate-keeper;117;
21601;vege_1;115;
21601;gate-keeper;118;
21608;vege_0;116;
21611;meat_0;117;
21641;meat_1;118;
21682;final-crs_3;115;1058
21702;final-crs_2;116;1923
21705;final-crs_5;117;595
21735;final-crs_1;118;808
21835;gate-keeper;119;
21836;gate-keeper;120;
21837;gate-keeper;121;
21838;gate-keeper;122;
21846;vege_0;121;
21846;vege_1;122;
21863;meat_0;119;
21866;meat_1;120;
21908;gate-keeper;123;
21909;frui_1;123;
21909;gate-keeper;124;
21910;gate-keeper;125;
21911;gate-keeper;126;
21912;vege_1;125;
21921;meat_1;124;
21922;final-crs_3;121;776
21930;meat_0;126;
21940;final-crs_5;122;160
21961;final-crs_1;119;1148
21978;final-crs_2;120;770
22033;final-crs_4;123;522
22053;final-crs_0;125;251
22061;gate-keeper;127;
22062;gate-keeper;128;
22065;frui_0;128;
22094;meat_0;127;
22151;final-crs_3;124;401
22183;final-crs_5;126;494
22184;final-crs_2;128;671
22221;final-crs_1;127;743
22565;gate-keeper;129;
22566;gate-keeper;130;
22569;vege_1;129;
22573;vege_0;130;
22574;final-crs_5;129;200
22589;final-crs_3;130;752
22681;gate-keeper;131;
22682;frui_0;131;
22719;final-crs_2;131;1352
23201;gate-keeper;132;
23202;frui_0;132;
23202;gate-keeper;133;
23203;vege_0;133;
23210;final-crs_1;132;1243
23236;final-crs_4;133;927
23419;gate-keeper;134;
23420;vege_0;134;
23436;final-crs_1;134;163
23548;gate-keeper;135;
23549;gate-keeper;136;
23550;frui_1;135;
23550;gate-keeper;137;
23551;gate-keeper;138;
23557;vege_0;136;
23560;vege_1;137;
23568;vege_0;138;
23627;final-crs_2;135;718
23685;final-crs_1;136;434
23723;final-crs_4;137;210
23733;gate-keeper;139;
23734;vege_0;139;
23734;gate-keeper;140;
23740;vege_1;140;
23743;final-crs_5;138;498
23783;final-crs_0;139;1091
23789;final-crs_3;140;766
24039;gate-keeper;141;
24040;gate-keeper;142;
24042;vege_1;142;
24045;meat_1;141;
24072;final-crs_2;142;413
24160;final-crs_1;141;342
24424;gate-keeper;143;
24433;vege_1;143;
24441;final-crs_1;143;1206
24738;gate-keeper;144;
24739;gate-keeper;145;
24740;vege_0;145;
24740;gate-keeper;146;
24741;gate-keeper;147;
24743;vege_1;146;
24755;meat_1;144;
24759;final-crs_0;145;113
24791;meat_0;147;
24880;final-crs_5;146;357
24913;final-crs_3;144;222
24932;final-crs_4;147;127
25041;gate-keeper;148;
25042;gate-keeper;149;
25043;vege_0;148;
25043;gate-keeper;150;
25044;gate-keeper;151;
25050;vege_1;149;
25054;vege_0;150;
25060;meat_1;151;
25077;final-crs_5;148;697
25168;final-crs_3;149;677
25172;final-crs_4;150;1265
25214;final-crs_1;151;1099
25343;gate-keeper;152;
25345;vege_1;152;
25381;final-crs_4;152;1594
25633;gate-keeper;153;
25634;meat_0;153;
25634;gate-keeper;154;
25635;gate-keeper;155;
25636;gate-keeper;156;
25637;vege_1;154;
25639;vege_0;155;
25656;final-crs_4;153;690
25671;final-crs_3;154;1523
25678;final-crs_1;155;266
25688;meat_1;156;
25692;final-crs_2;156;863
25927;gate-keeper;157;
25928;gate-keeper;158;
25929;gate-keeper;159;
25930;vege_0;158;
25930;gate-keeper;160;
25932;vege_1;159;
25932;meat_1;157;
25936;final-crs_2;158;484
25941;vege_0;160;
25944;final-crs_1;159;500
25946;gate-keeper;161;
25947;gate-keeper;162;
25948;gate-keeper;163;
25949;vege_0;161;
25949;gate-keeper;164;
25950;gate-keeper;165;
25954;vege_1;164;
25960;vege_0;165;
25987;final-crs_0;157;520
25998;meat_1;162;
26007;meat_0;163;
26015;final-crs_5;160;205
26114;final-crs_4;161;1220
26123;gate-keeper;166;
26127;final-crs_2;164;1557
26130;meat_0;166;
26145;final-crs_3;165;1747
26187;final-crs_1;162;1071
26216;final-crs_0;163;786
26225;final-crs_5;166;934
26437;gate-keeper;167;
26444;frui_0;167;
26476;final-crs_5;167;840
26734;gate-keeper;168;
26735;gate-keeper;169;
26740;frui_0;169;
26747;meat_1;168;
26770;final-crs_2;169;1018
26842;final-crs_4;168;1240
27051;gate-keeper;170;
27054;vege_0;170;
27112;final-crs_4;170;700
27134;gate-keeper;171;
27144;vege_1;171;
27162;final-crs_0;171;1299
27407;gate-keeper;172;
27409;vege_0;172;
27431;final-crs_0;172;402
27733;gate-keeper;173;
27737;vege_1;173;
27751;final-crs_5;173;1168
27947;gate-keeper;174;
27964;meat_1;174;
27983;final-crs_5;174;1257
28028;gate-keeper;175;
28031;vege_1;175;
28054;final-crs_1;175;1025
28250;gate-keeper;176;
28251;frui_0;176;
28271;final-crs_2;176;381
28529;gate-keeper;177;
28531;vege_1;177;
28532;final-crs_4;177;1830
28816;gate-keeper;178;
28845;meat_1;178;
28865;gate-keeper;179;
28896;final-crs_5;178;1257
28907;meat_1;179;
28968;final-crs_2;179;1137
29122;gate-keeper;180;
29127;meat_1;180;
29150;final-crs_5;180;586
29457;gate-keeper;181;
29460;frui_1;181;
29473;final-crs_2;181;769
29725;gate-keeper;182;
29726;gate-keeper;183;
29739;meat_1;182;
29764;final-crs_4;182;301
29790;meat_0;183;
29820;final-crs_3;183;180
30027;gate-keeper;184;
30028;vege_0;184;
30069;final-crs_3;184;770
30330;gate-keeper;185;
30380;meat_1;185;
30393;final-crs_0;185;607
30581;gate-keeper;186;
30606;meat_1;186;
30609;final-crs_0;186;564
30970;gate-keeper;187;
30971;gate-keeper;188;
30973;vege_0;187;
30977;vege_1;188;
31026;final-crs_3;187;1902
31137;final-crs_2;188;119
31248;gate-keeper;189;
31294;meat_0;189;
31340;final-crs_2;189;266
31469;gate-keeper;190;
31476;meat_0;190;
31478;final-crs_4;190;1146
31527;gate-keeper;191;
31532;vege_1;191;
31573;final-crs_2;191;1379
31845;gate-keeper;192;
31849;vege_0;192;
31866;final-crs_0;192;978
32146;gate-keeper;193;
32147;vege_0;193;
32148;final-crs_4;193;638
32344;gate-keeper;194;
32347;vege_1;194;
32357;final-crs_5;194;415
32403;gate-keeper;195;
32404;vege_0;195;
32454;final-crs_3;195;195
32786;gate-keeper;196;
32789;vege_0;196;
32790;final-crs_0;196;291
33082;gate-keeper;197;
33083;gate-keeper;198;
33086;vege_0;197;
33110;meat_0;198;
33188;final-crs_3;197;1402
33240;final-crs_5;198;1242
33391;gate-keeper;199;
33398;meat_0;199;
33431;final-crs_3;199;734
33697;gate-keeper;200;
33698;frui_1;200;
33710;final-crs_5;200;301
34003;gate-keeper;201;
34004;gate-keeper;202;
34007;vege_0;202;
34018;final-crs_0;202;588
34022;meat_1;201;
34122;final-crs_5;201;62
34314;gate-keeper;203;
34315;vege_0;203;
34350;final-crs_5;203;896
34648;gate-keeper;204;
34649;vege_1;204;
34728;final-crs_1;204;388
35038;gate-keeper;205;
35039;gate-keeper;206;
35040;vege_0;206;
35044;final-crs_0;206;1576
35055;meat_0;205;
35097;final-crs_5;205;780
35304;gate-keeper;207;
35308;meat_0;207;
35326;final-crs_5;207;1550
35578;gate-keeper;208;
35579;gate-keeper;209;
35600;meat_0;208;
35615;final-crs_4;208;113
35618;meat_1;209;
35706;final-crs_2;209;136
35839;gate-keeper;210;
35845;vege_1;210;
35875;final-crs_4;210;1336
36161;gate-keeper;211;
36168;vege_1;211;
36192;final-crs_2;211;806
36461;gate-keeper;212;
36491;meat_0;212;
36585;final-crs_5;212;1209
36685;gate-keeper;213;
36686;gate-keeper;214;
36687;vege_1;213;
36687;frui_1;214;
36729;final-crs_1;213;438
36803;final-crs_5;214;1279
37064;gate-keeper;215;
37066;frui_1;215;
37072;final-crs_4;215;1076
37306;gate-keeper;216;
37307;vege_0;216;
37318;final-crs_5;216;1317
37600;gate-keeper;217;
37601;gate-keeper;218;
37604;vege_0;217;
37607;vege_1;218;
37616;final-crs_2;217;875
37621;final-crs_3;218;351
37930;gate-keeper;219;
37939;meat_1;219;
38008;final-crs_5;219;781
38191;gate-keeper;220;
38200;vege_0;220;
38246;final-crs_5;220;887
38434;gate-keeper;221;
38463;meat_1;221;
38474;final-crs_5;221;1751
38506;gate-keeper;222;
38514;vege_0;222;
38518;final-crs_4;222;575
38779;gate-keeper;223;
38785;vege_1;223;
