time;ckpt;id;money
291;gate-keeper;0;
311;meat_1;0;
433;final-crs_2;0;138
590;gate-keeper;1;
591;gate-keeper;2;
592;frui_1;1;
596;frui_0;2;
694;final-crs_3;1;1343
720;final-crs_1;2;1067
892;gate-keeper;3;
893;vege_0;3;
893;gate-keeper;4;
897;vege_1;4;
935;final-crs_3;3;1353
937;final-crs_2;4;795
1170;gate-keeper;5;
1207;meat_0;5;
1230;final-crs_5;5;308
1412;gate-keeper;6;
1413;gate-keeper;7;
1417;frui_0;6;
1420;final-crs_2;6;1469
1424;meat_1;7;
1441;final-crs_0;7;1087
1714;gate-keeper;8;
1731;meat_1;8;
1748;final-crs_6;8;430
1945;gate-keeper;9;
1946;gate-keeper;10;
1950;vege_1;9;
1951;frui_1;10;
2024;final-crs_6;9;605
2074;final-crs_4;10;1288
2378;gate-keeper;11;
2379;gate-keeper;12;
2382;frui_1;11;
2387;vege_1;12;
2495;final-crs_5;11;419
2542;final-crs_6;12;1023
2654;gate-keeper;13;
2655;gate-keeper;14;
2657;vege_1;13;
2662;vege_0;14;
2743;final-crs_5;13;648
2787;final-crs_6;14;539
2908;gate-keeper;15;
2909;vege_0;15;
2909;gate-keeper;16;
2914;frui_1;16;
2951;final-crs_5;15;516
3024;final-crs_6;16;914
3312;gate-keeper;17;
3313;gate-keeper;18;
3314;frui_0;17;
3317;meat_0;18;
3361;final-crs_4;17;110
3377;final-crs_0;18;809
3619;gate-keeper;19;
3620;gate-keeper;20;
3621;vege_0;19;
3622;final-crs_0;19;546
3655;meat_0;20;
3691;final-crs_3;20;742
3918;gate-keeper;21;
3919;vege_0;21;
3919;gate-keeper;22;
3927;vege_1;22;
3963;final-crs_1;21;658
3968;final-crs_4;22;1012
4208;gate-keeper;23;
4209;gate-keeper;24;
4210;vege_0;24;
4213;frui_0;23;
4272;final-crs_0;24;537
4291;final-crs_2;23;1383
4472;gate-keeper;25;
4473;frui_1;25;
4485;final-crs_4;25;1883
4737;gate-keeper;26;
4738;vege_0;26;
4738;gate-keeper;27;
4740;vege_1;27;
4759;final-crs_6;26;1042
4775;final-crs_2;27;689
5037;gate-keeper;28;
5038;frui_0;28;
5096;final-crs_3;28;445
5309;gate-keeper;29;
5310;frui_0;29;
5310;gate-keeper;30;
5311;vege_1;30;
5353;final-crs_3;29;854
5369;final-crs_5;30;542
5585;gate-keeper;31;
5586;vege_1;31;
5586;gate-keeper;32;
5590;vege_0;32;
5596;final-crs_3;31;992
5607;final-crs_5;32;1471
5989;gate-keeper;33;
5990;gate-keeper;34;
5992;vege_0;34;
6004;meat_1;33;
6036;final-crs_3;34;210
6063;final-crs_5;33;1404
6310;gate-keeper;35;
6311;gate-keeper;36;
6315;vege_1;35;
6316;vege_0;36;
6343;final-crs_5;35;944
6405;final-crs_4;36;1365
6675;gate-keeper;37;
6676;gate-keeper;38;
6679;vege_0;37;
6679;frui_0;38;
6777;final-crs_2;37;1535
6795;final-crs_5;38;1327
6953;gate-keeper;39;
6954;gate-keeper;40;
6957;vege_0;39;
6969;meat_0;40;
7031;final-crs_2;39;200
7037;final-crs_3;40;1465
7263;gate-keeper;41;
7264;gate-keeper;42;
7266;vege_1;41;
7269;meat_1;42;
7306;final-crs_1;41;1232
7314;final-crs_5;42;302
7541;gate-keeper;43;
7546;vege_0;43;
7558;final-crs_6;43;2028
7864;gate-keeper;44;
7865;gate-keeper;45;
7868;vege_0;44;
7879;meat_0;45;
7944;final-crs_3;44;130
7975;final-crs_2;45;1129
8024;gate-keeper;46;
8025;vege_1;46;
8035;final-crs_5;46;1068
8080;gate-keeper;47;
8085;vege_0;47;
8165;final-crs_3;47;1192
8447;gate-keeper;48;
8448;gate-keeper;49;
8453;vege_1;48;
8455;frui_0;49;
8495;final-crs_4;48;283
8514;final-crs_6;49;649
8747;gate-keeper;50;
8748;gate-keeper;51;
8749;frui_1;50;
8752;final-crs_4;50;1345
8771;meat_1;51;
8795;final-crs_6;51;1018
9043;gate-keeper;52;
9044;vege_0;52;
9044;gate-keeper;53;
9048;frui_0;53;
9050;final-crs_6;52;736
9126;final-crs_2;53;1273
9353;gate-keeper;54;
9357;frui_1;54;
9370;final-crs_2;54;1643
9681;gate-keeper;55;
9682;gate-keeper;56;
9685;vege_0;55;
9687;final-crs_4;55;502
9687;frui_0;56;
9751;final-crs_6;56;836
9839;gate-keeper;57;
9845;vege_0;57;
9849;final-crs_0;57;1649
9941;gate-keeper;58;
9943;vege_1;58;
10015;final-crs_6;58;236
10236;gate-keeper;59;
10237;frui_1;59;
10237;gate-keeper;60;
10275;meat_1;60;
10318;final-crs_3;59;688
10341;final-crs_2;60;1305
10486;gate-keeper;61;
10487;gate-keeper;62;
10488;frui_0;61;
10490;final-crs_6;61;438
10520;meat_0;62;
10536;final-crs_2;62;751
10725;gate-keeper;63;
10731;frui_1;63;
10780;final-crs_3;63;528
11076;gate-keeper;64;
11077;gate-keeper;65;
11079;vege_1;65;
11107;meat_1;64;
11110;final-crs_6;65;846
11200;final-crs_3;64;395
11392;gate-keeper;66;
11407;meat_1;66;
