time;ckpt;id;money
280;gate-keeper;0;
282;frui_0;0;
437;final-crs_5;0;2275
561;gate-keeper;1;
572;meat_1;1;
669;final-crs_5;1;125
836;gate-keeper;2;
841;vege_1;2;
930;final-crs_2;2;414
1163;gate-keeper;3;
1168;vege_1;3;
1183;final-crs_5;3;923
1489;gate-keeper;4;
1494;vege_1;4;
1645;final-crs_2;4;296
1771;gate-keeper;5;
1774;frui_0;5;
1857;final-crs_2;5;1106
2035;gate-keeper;6;
2036;vege_0;6;
2088;final-crs_2;6;423
2508;gate-keeper;7;
2514;meat_1;7;
2594;final-crs_3;7;156
2626;gate-keeper;8;
2634;meat_1;8;
2643;final-crs_0;8;825
3024;gate-keeper;9;
3029;vege_1;9;
3049;final-crs_3;9;592
3120;gate-keeper;10;
3121;vege_0;10;
3124;final-crs_4;10;1039
3613;gate-keeper;11;
3622;vege_1;11;
3650;final-crs_6;11;899
3729;gate-keeper;12;
3773;meat_1;12;
3808;final-crs_4;12;762
4025;gate-keeper;13;
4034;vege_1;13;
4051;final-crs_1;13;199
4313;gate-keeper;14;
4335;meat_0;14;
4344;final-crs_6;14;926
4585;gate-keeper;15;
4589;meat_0;15;
4593;final-crs_6;15;1550
5142;gate-keeper;16;
5143;vege_0;16;
5143;gate-keeper;17;
5146;frui_0;17;
5172;final-crs_1;16;475
5225;final-crs_3;17;502
5418;gate-keeper;18;
5425;vege_1;18;
5494;final-crs_3;18;241
5753;gate-keeper;19;
5771;meat_1;19;
5774;final-crs_5;19;475
6090;gate-keeper;20;
6092;vege_0;20;
6155;final-crs_1;20;1076
6405;gate-keeper;21;
6406;gate-keeper;22;
6408;vege_0;21;
6419;final-crs_3;21;1075
6450;meat_1;22;
6501;final-crs_6;22;1085
6704;gate-keeper;23;
6708;vege_1;23;
6742;final-crs_6;23;711
6989;gate-keeper;24;
6990;vege_1;24;
7014;final-crs_2;24;2408
7334;gate-keeper;25;
7337;vege_0;25;
7381;final-crs_3;25;933
7632;gate-keeper;26;
7642;meat_0;26;
7643;final-crs_3;26;251
7953;gate-keeper;27;
7981;meat_0;27;
7990;final-crs_4;27;483
8266;gate-keeper;28;
8288;meat_1;28;
8323;final-crs_6;28;149
8517;gate-keeper;29;
8522;vege_0;29;
8575;final-crs_0;29;1282
8826;gate-keeper;30;
8827;gate-keeper;31;
8833;vege_1;31;
8840;meat_1;30;
8864;final-crs_3;31;1218
8943;final-crs_1;30;627
9153;gate-keeper;32;
9154;vege_1;32;
9175;final-crs_4;32;1181
9440;gate-keeper;33;
9443;vege_1;33;
9511;final-crs_6;33;265
9774;gate-keeper;34;
9776;vege_0;34;
9781;final-crs_2;34;1008
10061;gate-keeper;35;
10065;frui_1;35;
10087;final-crs_4;35;176
10403;gate-keeper;36;
10407;frui_1;36;
10453;final-crs_0;36;176
10684;gate-keeper;37;
