time;ckpt;id;money
211;gate-keeper;0;
212;vege_1;0;
223;final-crs_7;0;477
470;gate-keeper;1;
473;vege_0;1;
491;final-crs_2;1;1191
787;gate-keeper;2;
788;gate-keeper;3;
792;vege_0;2;
793;vege_1;3;
907;final-crs_7;2;446
918;final-crs_2;3;356
994;gate-keeper;4;
996;frui_0;4;
1010;final-crs_6;4;965
1075;gate-keeper;5;
1080;vege_1;5;
1147;final-crs_3;5;91
1389;gate-keeper;6;
1390;gate-keeper;7;
1393;vege_1;7;
1393;frui_0;6;
1400;final-crs_7;7;1056
1463;final-crs_0;6;1022
1697;gate-keeper;8;
1702;vege_0;8;
1720;final-crs_5;8;290
1926;gate-keeper;9;
1931;vege_0;9;
1947;final-crs_2;9;1046
2037;gate-keeper;10;
2039;vege_0;10;
2041;final-crs_1;10;668
2331;gate-keeper;11;
2332;gate-keeper;12;
2335;vege_0;11;
2338;vege_1;12;
2368;final-crs_0;11;347
2374;final-crs_4;12;375
2629;gate-keeper;13;
2638;meat_0;13;
2714;final-crs_7;13;651
2843;gate-keeper;14;
2846;vege_1;14;
2854;final-crs_2;14;234
3194;gate-keeper;15;
3195;gate-keeper;16;
3200;vege_0;16;
3201;meat_1;15;
3240;final-crs_3;16;517
3303;gate-keeper;17;
3304;vege_0;17;
3318;final-crs_7;15;356
3326;final-crs_4;17;1118
3495;gate-keeper;18;
3499;vege_0;18;
3558;final-crs_7;18;229
3622;gate-keeper;19;
3626;vege_1;19;
3652;final-crs_6;19;688
3805;gate-keeper;20;
3809;vege_1;20;
3817;final-crs_5;20;194
4065;gate-keeper;21;
4069;vege_1;21;
4071;final-crs_4;21;308
4390;gate-keeper;22;
4391;gate-keeper;23;
4395;vege_1;22;
4396;vege_0;23;
4437;gate-keeper;24;
4441;frui_1;24;
4449;final-crs_0;22;201
4493;final-crs_2;23;744
4514;final-crs_7;24;565
4693;gate-keeper;25;
4697;frui_0;25;
4719;final-crs_0;25;130
5008;gate-keeper;26;
5009;gate-keeper;27;
5011;vege_0;26;
5014;vege_1;27;
5030;final-crs_3;26;93
5038;final-crs_4;27;1240
5283;gate-keeper;28;
5287;frui_1;28;
5332;final-crs_6;28;367
5375;gate-keeper;29;
5378;vege_1;29;
5451;final-crs_7;29;398
5689;gate-keeper;30;
5690;vege_0;30;
5716;final-crs_0;30;1148
5959;gate-keeper;31;
5960;gate-keeper;32;
5961;vege_0;31;
5962;frui_1;32;
5964;final-crs_3;31;345
5965;final-crs_2;32;1053
6272;gate-keeper;33;
6273;gate-keeper;34;
6274;vege_1;33;
6274;frui_1;34;
6287;final-crs_1;33;324
6313;final-crs_6;34;2173
6561;gate-keeper;35;
6562;vege_0;35;
6566;final-crs_1;35;82
6849;gate-keeper;36;
6850;gate-keeper;37;
6853;vege_0;36;
6858;vege_1;37;
6863;final-crs_0;36;844
6929;final-crs_4;37;482
7195;gate-keeper;38;
7196;vege_1;38;
7196;gate-keeper;39;
7200;vege_0;39;
7208;final-crs_5;38;190
7216;final-crs_2;39;315
7546;gate-keeper;40;
7547;gate-keeper;41;
7551;vege_0;40;
7552;meat_0;41;
7568;final-crs_0;40;1356
7612;final-crs_7;41;504
7857;gate-keeper;42;
7858;gate-keeper;43;
7859;vege_1;42;
7865;vege_0;43;
7915;final-crs_2;42;99
7925;final-crs_6;43;548
8023;gate-keeper;44;
8027;vege_0;44;
8071;final-crs_0;44;686
8428;gate-keeper;45;
8429;gate-keeper;46;
8430;vege_1;45;
8435;vege_0;46;
8442;final-crs_3;45;118
8444;final-crs_4;46;943
8738;gate-keeper;47;
8739;gate-keeper;48;
8741;frui_1;48;
8742;vege_0;47;
8802;final-crs_2;48;273
8817;final-crs_0;47;441
8992;gate-keeper;49;
8994;frui_1;49;
8995;final-crs_5;49;467
9274;gate-keeper;50;
9275;gate-keeper;51;
9309;meat_1;50;
9329;meat_0;51;
9340;final-crs_7;50;458
9346;final-crs_6;51;627
9534;gate-keeper;52;
9553;meat_1;52;
9607;final-crs_6;52;697
9694;gate-keeper;53;
9699;vege_1;53;
9705;final-crs_1;53;397
9837;gate-keeper;54;
9839;frui_0;54;
9879;final-crs_3;54;724
10122;gate-keeper;55;
10123;vege_0;55;
10123;gate-keeper;56;
10128;final-crs_3;55;1117
10128;vege_1;56;
10151;final-crs_2;56;1273
10413;gate-keeper;57;
10419;vege_1;57;
10456;final-crs_5;57;1744
10499;gate-keeper;58;
10505;vege_0;58;
10564;final-crs_6;58;1088
10647;gate-keeper;59;
10649;vege_0;59;
10655;final-crs_0;59;619
10990;gate-keeper;60;
10991;vege_0;60;
10991;gate-keeper;61;
10998;vege_1;61;
11026;final-crs_7;60;1927
11032;final-crs_4;61;404
11252;gate-keeper;62;
11267;meat_1;62;
11271;final-crs_7;62;524
11592;gate-keeper;63;
11593;vege_1;63;
11593;gate-keeper;64;
11595;vege_0;64;
11623;final-crs_2;63;1052
11624;final-crs_1;64;465
11867;gate-keeper;65;
11868;gate-keeper;66;
11869;vege_0;66;
11899;meat_0;65;
11930;final-crs_4;66;370
12012;final-crs_7;65;1097
12157;gate-keeper;67;
