time;ckpt;id;money
892;gate-keeper;171;
893;gate-keeper;172;
894;gate-keeper;173;
895;frui_1;172;
896;vege_1;171;
900;vege_0;173;
918;final-crs_8;172;80
920;final-crs_0;171;1371
920;final-crs_2;173;233
1204;gate-keeper;236;
1205;gate-keeper;237;
1211;vege_0;237;
1212;meat_1;236;
1220;final-crs_7;237;328
1233;final-crs_6;236;936
1835;gate-keeper;362;
1839;frui_0;362;
1877;final-crs_4;362;564
2693;gate-keeper;531;
2694;gate-keeper;532;
2699;frui_0;532;
2719;meat_1;531;
2759;final-crs_2;532;595
2770;final-crs_12;531;1092
3012;gate-keeper;591;
3013;gate-keeper;592;
3014;frui_1;591;
3014;gate-keeper;593;
3015;gate-keeper;594;
3019;vege_1;592;
3040;meat_0;593;
3048;meat_1;594;
3058;final-crs_9;591;1559
3072;final-crs_10;592;317
3081;final-crs_4;593;406
3135;final-crs_6;594;555
3333;gate-keeper;657;
3334;vege_0;657;
3350;final-crs_4;657;911
3595;gate-keeper;708;
3598;frui_0;708;
3607;final-crs_8;708;859
3658;gate-keeper;718;
3659;vege_1;718;
3659;gate-keeper;719;
3660;frui_0;719;
3660;gate-keeper;720;
3661;frui_1;720;
3661;gate-keeper;721;
3666;frui_0;721;
3676;final-crs_11;718;673
3677;final-crs_12;719;1045
3694;final-crs_5;720;864
3749;final-crs_4;721;983
3942;gate-keeper;777;
3946;frui_0;777;
3946;gate-keeper;778;
3951;vege_0;778;
4009;final-crs_2;777;838
4022;final-crs_4;778;63
4550;gate-keeper;893;
4551;frui_0;893;
4551;gate-keeper;894;
4552;gate-keeper;895;
4553;gate-keeper;896;
4556;vege_1;895;
4557;frui_0;894;
4557;frui_1;896;
4559;final-crs_7;893;1139
4562;final-crs_0;895;1125
4575;final-crs_6;894;185
4607;final-crs_3;896;645
4795;gate-keeper;943;
4797;vege_1;943;
4845;final-crs_6;943;699
5542;gate-keeper;1089;
5560;meat_1;1089;
5561;final-crs_6;1089;1577
5639;gate-keeper;1106;
5640;gate-keeper;1107;
5641;frui_0;1106;
5641;gate-keeper;1108;
5647;vege_0;1107;
5665;final-crs_12;1106;1118
5681;meat_1;1108;
5692;final-crs_8;1107;559
5697;final-crs_5;1108;514
5930;gate-keeper;1167;
5934;vege_0;1167;
5940;final-crs_9;1167;471
6198;gate-keeper;1221;
6202;vege_1;1221;
6219;final-crs_5;1221;297
6496;gate-keeper;1276;
6497;gate-keeper;1277;
6498;gate-keeper;1278;
6499;gate-keeper;1279;
6500;vege_0;1276;
6501;frui_1;1278;
6502;vege_1;1277;
6503;final-crs_10;1276;908
6510;final-crs_3;1278;888
6524;final-crs_1;1277;1071
6528;gate-keeper;1284;
6529;gate-keeper;1285;
6530;frui_0;1284;
6531;vege_1;1285;
6532;final-crs_6;1284;1798
6536;meat_0;1279;
6590;final-crs_11;1285;433
6619;final-crs_12;1279;891
6781;gate-keeper;1331;
6782;gate-keeper;1332;
6783;vege_1;1331;
6796;meat_1;1332;
6838;final-crs_7;1331;84
6864;final-crs_11;1332;1358
7063;gate-keeper;1386;
7064;gate-keeper;1387;
7065;gate-keeper;1388;
7068;frui_0;1386;
7068;frui_1;1387;
7074;frui_1;1388;
7095;final-crs_7;1386;1009
7096;final-crs_11;1387;1277
7102;final-crs_9;1388;131
7339;gate-keeper;1442;
7340;vege_1;1442;
7392;final-crs_3;1442;605
7647;gate-keeper;1502;
7679;meat_0;1502;
7680;final-crs_2;1502;832
7967;gate-keeper;1564;
7974;vege_1;1564;
7975;final-crs_10;1564;1032
8230;gate-keeper;1615;
8234;vege_0;1615;
8245;final-crs_12;1615;542
8360;gate-keeper;1640;
8361;frui_0;1640;
8407;final-crs_8;1640;372
8549;gate-keeper;1676;
8550;gate-keeper;1677;
8554;frui_0;1676;
8554;frui_1;1677;
