time;ckpt;id;money
264;gate-keeper;0;
267;vege_0;0;
281;final-crs_5;0;1174
839;gate-keeper;1;
845;vege_0;1;
911;final-crs_1;1;630
1189;gate-keeper;2;
1232;meat_1;2;
1243;final-crs_5;2;659
1479;gate-keeper;3;
1482;frui_0;3;
1488;final-crs_5;3;335
1800;gate-keeper;4;
1801;frui_0;4;
1806;final-crs_1;4;1264
2119;gate-keeper;5;
2124;vege_0;5;
2184;final-crs_2;5;513
2711;gate-keeper;6;
2713;frui_0;6;
2763;final-crs_1;6;2050
2811;gate-keeper;7;
2816;vege_1;7;
2833;final-crs_0;7;294
3286;gate-keeper;8;
3293;vege_0;8;
3353;final-crs_5;8;362
3617;gate-keeper;9;
3625;vege_1;9;
3656;final-crs_4;9;509
3937;gate-keeper;10;
3940;frui_0;10;
3949;final-crs_3;10;105
4203;gate-keeper;11;
4207;vege_0;11;
4228;final-crs_0;11;1010
4618;gate-keeper;12;
4624;vege_1;12;
4648;final-crs_3;12;798
5149;gate-keeper;13;
5150;frui_0;13;
5208;final-crs_5;13;521
5425;gate-keeper;14;
5426;vege_1;14;
5437;final-crs_5;14;103
5723;gate-keeper;15;
5724;vege_1;15;
5726;final-crs_3;15;235
5981;gate-keeper;16;
5986;frui_0;16;
6024;final-crs_2;16;1113
6319;gate-keeper;17;
6323;vege_0;17;
6336;final-crs_1;17;392
6912;gate-keeper;18;
6913;frui_0;18;
6918;final-crs_0;18;659
7186;gate-keeper;19;
7188;vege_0;19;
7215;final-crs_4;19;238
7495;gate-keeper;20;
7506;meat_1;20;
7571;final-crs_2;20;260
7794;gate-keeper;21;
7799;vege_0;21;
7802;final-crs_2;21;1717
8104;gate-keeper;22;
8106;frui_0;22;
8156;final-crs_1;22;405
8644;gate-keeper;23;
8646;vege_1;23;
8653;final-crs_1;23;910
8915;gate-keeper;24;
8919;vege_1;24;
8983;final-crs_2;24;145
9248;gate-keeper;25;
9249;vege_0;25;
9251;final-crs_2;25;933
9610;gate-keeper;26;
9652;meat_0;26;
9688;final-crs_2;26;923
9916;gate-keeper;27;
9917;vege_1;27;
9965;final-crs_5;27;60
10527;gate-keeper;28;
10528;vege_1;28;
10647;final-crs_5;28;434
10802;gate-keeper;29;
10808;vege_0;29;
10888;final-crs_5;29;222
11117;gate-keeper;30;
11118;frui_0;30;
11121;final-crs_5;30;695
11713;gate-keeper;31;
11714;vege_0;31;
11782;final-crs_3;31;327
11787;gate-keeper;32;
11791;vege_1;32;
11805;final-crs_4;32;394
12307;gate-keeper;33;
12309;vege_0;33;
12336;final-crs_5;33;124
12642;gate-keeper;34;
12645;vege_1;34;
12672;final-crs_3;34;1185
12877;gate-keeper;35;
12878;vege_0;35;
12920;final-crs_0;35;1349
13301;gate-keeper;36;
13302;frui_0;36;
13344;final-crs_1;36;420
13595;gate-keeper;37;
13597;vege_1;37;
13649;final-crs_3;37;86
14176;gate-keeper;38;
14180;vege_0;38;
14215;final-crs_0;38;1346
14407;gate-keeper;39;
14410;vege_0;39;
14462;final-crs_0;39;250
14981;gate-keeper;40;
14984;vege_0;40;
15019;final-crs_2;40;1052
15249;gate-keeper;41;
15254;vege_0;41;
15276;final-crs_5;41;675
15523;gate-keeper;42;
15529;vege_1;42;
15535;final-crs_3;42;610
15904;gate-keeper;43;
15910;vege_0;43;
15940;final-crs_1;43;378
16345;gate-keeper;44;
16350;vege_1;44;
16351;final-crs_1;44;2337
16745;gate-keeper;45;
16748;vege_0;45;
16753;final-crs_4;45;195
17033;gate-keeper;46;
17039;vege_0;46;
17106;final-crs_3;46;648
17295;gate-keeper;47;
17313;meat_1;47;
17351;final-crs_3;47;1054
17914;gate-keeper;48;
17917;vege_0;48;
17951;final-crs_0;48;1445
18210;gate-keeper;49;
18214;vege_1;49;
18217;final-crs_2;49;1510
18429;gate-keeper;50;
18441;meat_0;50;
18442;final-crs_5;50;2845
18807;gate-keeper;51;
18808;vege_0;51;
18810;final-crs_1;51;199
19118;gate-keeper;52;
19123;vege_0;52;
19143;final-crs_2;52;659
19358;gate-keeper;53;
19359;gate-keeper;54;
19361;vege_0;53;
19364;vege_1;54;
19371;final-crs_4;53;1367
19375;final-crs_2;54;468
19550;gate-keeper;55;
19551;gate-keeper;56;
19555;vege_0;55;
19557;vege_1;56;
19558;final-crs_2;55;858
19625;final-crs_4;56;679
19668;gate-keeper;57;
19674;vege_1;57;
19675;final-crs_5;57;861
20221;gate-keeper;58;
20222;gate-keeper;59;
20223;vege_1;58;
20227;vege_0;59;
20279;final-crs_2;58;1355
20313;final-crs_3;59;540
20390;gate-keeper;60;
20391;gate-keeper;61;
20392;vege_0;60;
20394;meat_1;61;
20395;final-crs_4;60;1644
20418;final-crs_1;61;1624
20543;gate-keeper;62;
20544;gate-keeper;63;
20545;vege_1;62;
20548;final-crs_3;62;283
20549;vege_0;63;
20552;final-crs_0;63;466
20864;gate-keeper;64;
20865;gate-keeper;65;
20866;vege_1;64;
20867;frui_1;65;
20901;final-crs_4;64;923
20909;final-crs_5;65;218
21169;gate-keeper;66;
21175;vege_0;66;
21226;final-crs_2;66;410
21228;gate-keeper;67;
