time;ckpt;id;money
288;gate-keeper;0;
289;gate-keeper;1;
290;gate-keeper;2;
291;gate-keeper;3;
292;frui_1;0;
293;final-crs_8;0;799
293;frui_0;3;
294;vege_1;2;
299;meat_1;1;
385;final-crs_2;3;126
425;final-crs_3;2;1514
432;final-crs_5;1;583
600;gate-keeper;7;
603;frui_0;7;
645;final-crs_3;7;1358
873;gate-keeper;8;
874;gate-keeper;9;
875;gate-keeper;10;
877;frui_1;10;
879;vege_0;8;
881;final-crs_5;10;393
902;meat_1;9;
914;final-crs_7;8;723
929;final-crs_3;9;145
1136;gate-keeper;13;
1145;vege_1;13;
1155;final-crs_3;13;556
1454;gate-keeper;15;
1455;gate-keeper;16;
1456;vege_0;15;
1456;vege_1;16;
1456;gate-keeper;17;
1457;frui_1;17;
1495;final-crs_6;15;1179
1502;final-crs_8;16;503
1523;final-crs_2;17;66
1770;gate-keeper;18;
1771;gate-keeper;19;
1772;gate-keeper;20;
1773;gate-keeper;21;
1775;frui_1;21;
1777;vege_1;18;
1778;vege_0;19;
1781;final-crs_0;21;1317
1788;vege_0;20;
1799;final-crs_4;18;1506
1809;final-crs_2;19;767
1838;final-crs_7;20;335
2036;gate-keeper;24;
2040;frui_0;24;
2066;final-crs_7;24;894
2097;gate-keeper;25;
2099;vege_0;25;
2111;final-crs_1;25;1266
2362;gate-keeper;26;
2363;frui_0;26;
2363;gate-keeper;27;
2364;gate-keeper;28;
2369;vege_0;27;
2372;vege_1;28;
2389;final-crs_5;26;493
2410;final-crs_8;27;429
2428;final-crs_6;28;1151
2595;gate-keeper;29;
2596;vege_1;29;
2596;gate-keeper;30;
2597;gate-keeper;31;
2605;vege_0;30;
2605;vege_1;31;
2607;final-crs_3;29;1605
2617;final-crs_5;30;272
2622;final-crs_8;31;261
2863;gate-keeper;33;
2864;gate-keeper;34;
2865;gate-keeper;35;
2867;vege_0;34;
2867;meat_1;33;
2869;vege_1;35;
2877;final-crs_8;34;501
2932;final-crs_6;33;656
2962;final-crs_4;35;1421
3057;gate-keeper;37;
3085;meat_0;37;
3111;final-crs_8;37;433
3168;gate-keeper;38;
3169;vege_1;38;
3169;gate-keeper;39;
3170;final-crs_0;38;232
3173;frui_0;39;
3209;final-crs_2;39;1189
3442;gate-keeper;41;
3443;gate-keeper;42;
3444;frui_0;41;
3451;meat_1;42;
3492;final-crs_2;41;115
3515;final-crs_7;42;742
3661;gate-keeper;45;
3680;meat_0;45;
3694;final-crs_4;45;560
3987;gate-keeper;49;
3989;frui_1;49;
4022;final-crs_7;49;284
4289;gate-keeper;52;
4290;gate-keeper;53;
4293;vege_0;52;
4295;vege_1;53;
4297;final-crs_3;52;809
4329;final-crs_1;53;824
4618;gate-keeper;56;
4619;gate-keeper;57;
4622;vege_1;56;
4645;meat_1;57;
4676;final-crs_4;56;553
4690;final-crs_5;57;545
5145;gate-keeper;64;
5189;meat_1;64;
5225;final-crs_2;64;872
5456;gate-keeper;68;
5457;gate-keeper;69;
5458;vege_0;69;
5464;final-crs_7;69;1022
5482;meat_1;68;
5494;final-crs_1;68;1114
5723;gate-keeper;72;
5727;frui_1;72;
5746;final-crs_1;72;1314
5817;gate-keeper;73;
5818;vege_1;73;
5831;final-crs_3;73;509
6040;gate-keeper;76;
6043;vege_1;76;
6079;final-crs_0;76;523
6334;gate-keeper;79;
6335;gate-keeper;80;
6336;vege_0;79;
6336;vege_1;80;
6339;final-crs_0;79;1225
6346;final-crs_2;80;1406
6785;gate-keeper;84;
6786;gate-keeper;85;
6789;vege_0;84;
6790;frui_0;85;
6813;final-crs_5;84;65
6867;final-crs_4;85;891
6897;gate-keeper;86;
6898;frui_0;86;
6898;gate-keeper;87;
6900;frui_1;87;
6909;final-crs_7;86;1492
6949;final-crs_6;87;534
7197;gate-keeper;90;
7198;vege_0;90;
7198;gate-keeper;91;
7199;final-crs_6;90;247
7204;vege_1;91;
7252;final-crs_8;91;73
7759;gate-keeper;98;
7762;vege_0;98;
7791;final-crs_4;98;979
8097;gate-keeper;102;
8098;vege_0;102;
8152;final-crs_6;102;1240
8705;gate-keeper;110;
8709;vege_1;110;
8717;final-crs_7;110;364
8928;gate-keeper;113;
8929;frui_1;113;
8937;final-crs_1;113;1034
9252;gate-keeper;117;
9256;vege_0;117;
9280;final-crs_4;117;230
9531;gate-keeper;121;
9537;vege_1;121;
9594;final-crs_3;121;253
9598;gate-keeper;122;
9599;vege_0;122;
9635;final-crs_8;122;681
9771;gate-keeper;123;
9772;gate-keeper;124;
9776;frui_0;123;
9777;vege_1;124;
9802;final-crs_3;123;466
9818;final-crs_6;124;135
10029;gate-keeper;125;
10030;gate-keeper;126;
10031;gate-keeper;127;
10034;frui_0;126;
10043;meat_1;125;
10049;final-crs_3;126;81
10051;final-crs_7;125;278
10064;gate-keeper;128;
10068;vege_0;128;
10073;final-crs_8;128;285
10078;meat_0;127;
10149;final-crs_0;127;497
10311;gate-keeper;130;
10312;gate-keeper;131;
10316;vege_0;130;
10316;vege_1;131;
10341;final-crs_5;130;634
10343;final-crs_8;131;572
10638;gate-keeper;134;
10639;frui_0;134;
10639;gate-keeper;135;
10645;vege_0;135;
10661;final-crs_4;134;1782
10707;final-crs_1;135;403
10955;gate-keeper;139;
10956;gate-keeper;140;
10958;vege_0;139;
10959;vege_1;140;
10962;final-crs_1;139;1953
10988;final-crs_6;140;68
11264;gate-keeper;143;
11269;vege_1;143;
11275;final-crs_3;143;657
11458;gate-keeper;145;
11459;gate-keeper;146;
11462;vege_1;145;
11467;vege_0;146;
11475;final-crs_2;145;627
11522;final-crs_0;146;674
11558;gate-keeper;147;
11562;vege_0;147;
11564;final-crs_8;147;114
11823;gate-keeper;149;
11824;gate-keeper;150;
11828;frui_0;150;
11844;final-crs_5;150;453
11848;meat_0;149;
11860;final-crs_4;149;595
12386;gate-keeper;156;
12387;vege_0;156;
12387;gate-keeper;157;
12390;vege_1;157;
12401;final-crs_1;156;877
12419;final-crs_0;157;1253
12676;gate-keeper;161;
12678;vege_1;161;
12711;final-crs_6;161;811
12944;gate-keeper;164;
12951;vege_0;164;
12990;final-crs_8;164;2146
13334;gate-keeper;169;
13343;vege_0;169;
13352;final-crs_0;169;150
13855;gate-keeper;176;
13866;meat_1;176;
13906;final-crs_7;176;1526
14165;gate-keeper;180;
14168;frui_1;180;
14169;final-crs_3;180;574
15023;gate-keeper;191;
15058;meat_1;191;
15119;final-crs_6;191;1131
15260;gate-keeper;194;
15266;vege_0;194;
15268;final-crs_0;194;1214
15574;gate-keeper;195;
15575;gate-keeper;196;
15576;gate-keeper;197;
15577;gate-keeper;198;
15578;vege_0;196;
15583;vege_1;197;
15588;vege_0;198;
15589;final-crs_6;196;1768
15589;meat_0;195;
15626;final-crs_7;197;732
15632;final-crs_5;198;1152
15690;final-crs_3;195;1222
15905;gate-keeper;199;
15906;gate-keeper;200;
15907;gate-keeper;201;
15908;gate-keeper;202;
15909;vege_0;201;
15910;frui_1;199;
15912;frui_0;202;
15944;meat_0;200;
15960;final-crs_3;201;800
15966;final-crs_4;199;500
16001;final-crs_1;202;1181
16012;final-crs_2;200;725
16212;gate-keeper;204;
16213;gate-keeper;205;
16214;vege_1;204;
16214;gate-keeper;206;
16217;vege_0;205;
16221;vege_1;206;
16223;final-crs_4;204;614
16267;final-crs_2;205;247
16271;final-crs_8;206;539
16816;gate-keeper;212;
16817;gate-keeper;213;
16820;vege_1;213;
16821;frui_1;212;
16839;final-crs_0;213;446
16878;gate-keeper;214;
16889;final-crs_3;212;321
16890;meat_0;214;
16924;final-crs_7;214;498
17317;gate-keeper;219;
17318;gate-keeper;220;
17321;vege_1;219;
17321;frui_0;220;
17330;final-crs_0;219;477
17408;final-crs_3;220;617
17485;gate-keeper;222;
17487;vege_0;222;
17509;final-crs_6;222;1041
17691;gate-keeper;223;
17692;gate-keeper;224;
17698;vege_1;223;
17699;vege_0;224;
17712;final-crs_4;223;929
17715;final-crs_1;224;875
18129;gate-keeper;230;
18132;vege_0;230;
18148;final-crs_1;230;1476
18406;gate-keeper;233;
18412;vege_1;233;
18443;final-crs_4;233;1129
18685;gate-keeper;237;
18687;vege_0;237;
18706;final-crs_2;237;187
18948;gate-keeper;239;
18949;gate-keeper;240;
18950;frui_0;239;
18951;frui_1;240;
18989;final-crs_5;239;463
19026;final-crs_7;240;565
19237;gate-keeper;241;
19238;gate-keeper;242;
19239;vege_1;241;
19239;gate-keeper;243;
19241;vege_0;242;
19249;final-crs_7;241;976
19249;vege_1;243;
19289;final-crs_8;242;1472
19331;final-crs_0;243;570
19473;gate-keeper;245;
19474;gate-keeper;246;
19475;gate-keeper;247;
19476;gate-keeper;248;
19477;gate-keeper;249;
19478;frui_0;246;
19478;frui_1;247;
19478;gate-keeper;250;
19479;gate-keeper;251;
19480;vege_0;249;
19480;gate-keeper;252;
19481;gate-keeper;253;
19482;gate-keeper;254;
19483;gate-keeper;255;
19484;frui_0;248;
19484;frui_1;250;
19485;vege_1;251;
19487;meat_0;245;
19488;vege_0;252;
19490;frui_0;253;
19491;frui_1;254;
19496;vege_1;255;
19515;final-crs_8;246;774
19577;final-crs_1;247;326
19587;final-crs_0;249;349
19617;final-crs_6;248;196
19624;final-crs_3;250;1401
19651;final-crs_5;251;1622
19662;final-crs_2;245;911
19666;final-crs_4;252;1275
19697;gate-keeper;261;
19698;gate-keeper;262;
19704;vege_1;261;
19720;final-crs_7;253;615
19722;meat_0;262;
19741;final-crs_8;254;89
19751;gate-keeper;263;
19753;vege_0;263;
19780;final-crs_1;255;1413
19825;final-crs_0;261;1725
19835;final-crs_3;262;106
19839;final-crs_5;263;708
20028;gate-keeper;265;
20029;gate-keeper;266;
20038;vege_0;265;
20038;vege_1;266;
