time;ckpt;id;money
596;gate-keeper;0;
626;meat_1;0;
689;final-crs_3;0;1022
850;gate-keeper;1;
855;vege_1;1;
889;gate-keeper;2;
898;vege_0;2;
928;final-crs_4;1;1104
931;final-crs_3;2;593
1422;gate-keeper;3;
1424;frui_0;3;
1437;final-crs_1;3;1325
1702;gate-keeper;4;
1707;frui_1;4;
1739;final-crs_5;4;1281
1991;gate-keeper;5;
2044;meat_1;5;
2106;final-crs_4;5;548
2318;gate-keeper;6;
2320;vege_0;6;
2341;final-crs_1;6;1201
2713;gate-keeper;7;
2717;frui_1;7;
2793;final-crs_0;7;432
2994;gate-keeper;8;
2997;frui_0;8;
3052;final-crs_5;8;114
3287;gate-keeper;9;
3289;frui_1;9;
3316;final-crs_4;9;552
3637;gate-keeper;10;
3638;vege_1;10;
3724;final-crs_0;10;1844
3952;gate-keeper;11;
3953;vege_0;11;
3973;final-crs_4;11;369
4447;gate-keeper;12;
4453;vege_0;12;
4470;final-crs_0;12;216
4797;gate-keeper;13;
4829;meat_1;13;
4917;final-crs_5;13;99
5085;gate-keeper;14;
5086;frui_1;14;
5126;final-crs_5;14;314
5342;gate-keeper;15;
5343;frui_1;15;
5354;final-crs_5;15;415
5616;gate-keeper;16;
5619;vege_0;16;
5632;final-crs_5;16;687
6206;gate-keeper;17;
6212;vege_1;17;
6253;final-crs_4;17;587
6484;gate-keeper;18;
6485;vege_0;18;
6503;final-crs_3;18;285
6795;gate-keeper;19;
6797;frui_0;19;
6881;final-crs_5;19;1236
7050;gate-keeper;20;
7092;meat_1;20;
7102;final-crs_5;20;241
7441;gate-keeper;21;
7445;vege_0;21;
7448;final-crs_1;21;420
7702;gate-keeper;22;
7707;vege_0;22;
7718;final-crs_1;22;597
8062;gate-keeper;23;
8077;meat_1;23;
8189;final-crs_0;23;770
8567;gate-keeper;24;
8579;meat_1;24;
8678;final-crs_3;24;1620
8840;gate-keeper;25;
8845;vege_0;25;
8897;final-crs_3;25;1003
9160;gate-keeper;26;
9199;meat_1;26;
9205;final-crs_0;26;201
9502;gate-keeper;27;
9507;frui_0;27;
9521;final-crs_2;27;804
9819;gate-keeper;28;
9821;frui_0;28;
9872;final-crs_3;28;880
10090;gate-keeper;29;
10091;frui_0;29;
10095;final-crs_3;29;127
10383;gate-keeper;30;
10415;meat_1;30;
10442;final-crs_0;30;108
10670;gate-keeper;31;
10674;frui_0;31;
10745;final-crs_4;31;311
11006;gate-keeper;32;
11008;vege_0;32;
11027;final-crs_3;32;1542
11298;gate-keeper;33;
11303;vege_0;33;
11340;final-crs_0;33;168
11992;gate-keeper;34;
11995;frui_0;34;
12041;final-crs_1;34;994
12237;gate-keeper;35;
12244;vege_1;35;
12306;final-crs_1;35;376
12382;gate-keeper;36;
12383;frui_0;36;
12405;final-crs_4;36;168
12818;gate-keeper;37;
12819;frui_0;37;
12830;final-crs_3;37;191
13149;gate-keeper;38;
13151;vege_1;38;
13190;final-crs_4;38;671
13459;gate-keeper;39;
13486;meat_1;39;
13522;final-crs_3;39;392
13939;gate-keeper;40;
13941;frui_0;40;
14013;final-crs_0;40;2178
14333;gate-keeper;41;
14335;vege_0;41;
14341;final-crs_4;41;672
14657;gate-keeper;42;
14658;vege_1;42;
14667;final-crs_1;42;973
14956;gate-keeper;43;
14961;vege_1;43;
14962;final-crs_0;43;1446
15243;gate-keeper;44;
15244;frui_1;44;
15274;final-crs_2;44;425
15549;gate-keeper;45;
15550;frui_1;45;
15564;final-crs_1;45;421
15903;gate-keeper;46;
15905;frui_0;46;
15923;final-crs_5;46;853
16166;gate-keeper;47;
16167;gate-keeper;48;
16171;meat_1;47;
16189;final-crs_3;47;1851
16196;meat_0;48;
16236;final-crs_2;48;1398
16423;gate-keeper;49;
16424;gate-keeper;50;
16439;meat_0;49;
16464;meat_1;50;
16491;final-crs_2;49;1097
16554;final-crs_4;50;1344
16735;gate-keeper;51;
16736;frui_0;51;
16761;final-crs_4;51;1377
17067;gate-keeper;52;
17068;frui_1;52;
17074;final-crs_0;52;1625
17367;gate-keeper;53;
17398;meat_0;53;
17411;final-crs_5;53;762
17648;gate-keeper;54;
17693;meat_1;54;
17707;final-crs_2;54;681
18289;gate-keeper;55;
18290;gate-keeper;56;
18296;frui_0;56;
18297;vege_0;55;
18344;final-crs_2;56;555
18344;final-crs_5;55;1156
18431;gate-keeper;57;
18432;gate-keeper;58;
18434;frui_0;57;
18437;vege_0;58;
18459;final-crs_4;57;129
18518;final-crs_1;58;449
18594;gate-keeper;59;
18595;gate-keeper;60;
18597;frui_0;59;
18600;frui_1;60;
18619;final-crs_3;59;73
18697;final-crs_4;60;561
18888;gate-keeper;61;
18889;gate-keeper;62;
18898;vege_0;62;
18900;meat_0;61;
18902;final-crs_4;62;85
18994;final-crs_0;61;541
19201;gate-keeper;63;
19202;gate-keeper;64;
19203;frui_1;63;
19205;meat_0;64;
19261;final-crs_0;63;555
19280;final-crs_1;64;117
19449;gate-keeper;65;
19457;vege_0;65;
19516;final-crs_1;65;438
19784;gate-keeper;66;
19785;vege_1;66;
19785;gate-keeper;67;
19786;frui_0;67;
19837;final-crs_2;66;1350
19856;final-crs_5;67;307
20068;gate-keeper;68;
20069;gate-keeper;69;
20073;vege_1;68;
20075;vege_0;69;
20081;final-crs_4;68;324
20092;final-crs_2;69;603
20276;gate-keeper;70;
20277;gate-keeper;71;
20280;frui_0;70;
20282;frui_1;71;
20298;final-crs_5;70;795
20299;gate-keeper;72;
20300;frui_0;72;
20300;gate-keeper;73;
20302;frui_1;73;
20333;final-crs_2;71;178
20346;final-crs_4;72;1197
20349;gate-keeper;74;
20350;vege_1;74;
20465;final-crs_1;73;627
20496;final-crs_3;74;781
20909;gate-keeper;75;
20910;meat_0;75;
20924;final-crs_1;75;1114
21174;gate-keeper;76;
21175;gate-keeper;77;
21179;vege_0;76;
21183;vege_1;77;
21201;final-crs_3;76;1197
21231;final-crs_5;77;80
21302;gate-keeper;78;
21303;frui_1;78;
21303;gate-keeper;79;
21307;frui_0;79;
21335;final-crs_2;78;948
21339;final-crs_4;79;1554
21473;gate-keeper;80;
21474;gate-keeper;81;
21482;vege_0;80;
21509;meat_0;81;
21555;final-crs_0;80;95
21560;final-crs_2;81;652
21797;gate-keeper;82;
21798;gate-keeper;83;
21805;vege_0;82;
21805;vege_1;83;
21806;final-crs_0;82;725
21815;final-crs_2;83;1025
22131;gate-keeper;84;
22132;gate-keeper;85;
22135;frui_1;84;
22142;meat_0;85;
22162;final-crs_1;84;2223
22165;final-crs_5;85;847
22171;gate-keeper;86;
22172;gate-keeper;87;
22176;vege_0;87;
22177;final-crs_3;87;461
22213;meat_0;86;
22248;final-crs_0;86;517
22402;gate-keeper;88;
22403;frui_0;88;
22403;gate-keeper;89;
22407;vege_1;89;
22412;final-crs_3;88;1244
22498;final-crs_0;89;689
22665;gate-keeper;90;
22666;gate-keeper;91;
22668;frui_0;90;
22677;meat_0;91;
22722;final-crs_0;90;917
22790;final-crs_2;91;1159
22941;gate-keeper;92;
22942;gate-keeper;93;
22946;vege_1;92;
22948;final-crs_0;92;548
22948;vege_0;93;
23027;gate-keeper;94;
23028;gate-keeper;95;
23030;meat_0;95;
23031;vege_0;94;
23038;final-crs_2;93;221
23072;final-crs_3;95;992
23075;final-crs_4;94;79
23269;gate-keeper;96;
23270;gate-keeper;97;
23271;frui_1;96;
23272;vege_0;97;
23274;final-crs_3;96;1497
23293;final-crs_4;97;729
23597;gate-keeper;98;
23598;gate-keeper;99;
23602;vege_0;98;
23603;vege_1;99;
23653;final-crs_5;98;762
23656;final-crs_0;99;202
23946;gate-keeper;100;
23950;vege_0;100;
24013;final-crs_4;100;250
24213;gate-keeper;101;
24218;meat_1;101;
24259;final-crs_3;101;1379
24651;gate-keeper;102;
24691;meat_0;102;
24768;final-crs_4;102;789
25124;gate-keeper;103;
25142;meat_0;103;
25159;final-crs_5;103;626
25378;gate-keeper;104;
25402;meat_1;104;
25405;final-crs_3;104;561
25685;gate-keeper;105;
25736;meat_0;105;
25777;final-crs_2;105;308
26203;gate-keeper;106;
26209;vege_1;106;
26234;final-crs_0;106;1162
26327;gate-keeper;107;
26330;frui_1;107;
26331;final-crs_5;107;717
26778;gate-keeper;108;
26784;vege_1;108;
26811;final-crs_4;108;306
27081;gate-keeper;109;
27083;frui_0;109;
27094;final-crs_3;109;450
27688;gate-keeper;110;
27690;frui_0;110;
27786;final-crs_5;110;445
28001;gate-keeper;111;
28006;vege_0;111;
28021;final-crs_0;111;449
28118;gate-keeper;112;
28144;meat_0;112;
28261;final-crs_5;112;82
28651;gate-keeper;113;
28652;vege_1;113;
28678;final-crs_5;113;713
28957;gate-keeper;114;
28994;meat_0;114;
29009;final-crs_0;114;809
29269;gate-keeper;115;
29272;vege_1;115;
29311;final-crs_3;115;329
29640;gate-keeper;116;
29645;vege_1;116;
29730;final-crs_0;116;458
29830;gate-keeper;117;
29832;frui_1;117;
29839;final-crs_1;117;1391
30259;gate-keeper;118;
30261;vege_1;118;
30289;final-crs_4;118;481
30595;gate-keeper;119;
30625;meat_1;119;
30675;final-crs_0;119;474
30892;gate-keeper;120;
30927;meat_0;120;
30978;final-crs_5;120;66
31232;gate-keeper;121;
31239;vege_0;121;
31249;final-crs_2;121;680
31522;gate-keeper;122;
31525;vege_0;122;
