time;ckpt;id;money
596;gate-keeper;3;
597;vege_1;3;
597;gate-keeper;4;
598;vege_0;4;
598;gate-keeper;5;
599;gate-keeper;6;
618;meat_0;5;
652;final-crs_4;3;866
654;meat_1;6;
692;final-crs_1;4;481
699;final-crs_3;5;135
699;gate-keeper;7;
702;vege_1;7;
713;final-crs_0;6;528
726;final-crs_5;7;858
962;gate-keeper;10;
964;vege_1;10;
969;final-crs_2;10;238
1248;gate-keeper;13;
1249;gate-keeper;14;
1255;vege_0;13;
1255;vege_1;14;
1256;final-crs_6;13;828
1278;final-crs_5;14;1489
1463;gate-keeper;15;
1464;gate-keeper;16;
1469;vege_1;15;
1471;frui_0;16;
1485;final-crs_6;15;1534
1489;final-crs_5;16;127
1704;gate-keeper;17;
1705;gate-keeper;18;
1706;gate-keeper;19;
1707;vege_0;19;
1709;meat_0;17;
1744;final-crs_6;19;1004
1747;meat_1;18;
1836;gate-keeper;21;
1843;vege_0;21;
1892;final-crs_1;17;1051
1911;final-crs_4;18;1507
1939;final-crs_0;21;1709
2125;gate-keeper;24;
2126;frui_1;24;
2177;final-crs_4;24;1638
2490;gate-keeper;27;
2491;vege_1;27;
2491;gate-keeper;28;
2496;vege_0;28;
2524;final-crs_5;27;149
2588;final-crs_1;28;621
2726;gate-keeper;31;
2728;vege_1;31;
2770;final-crs_5;31;677
3069;gate-keeper;35;
3071;vege_1;35;
3120;final-crs_3;35;1433
3510;gate-keeper;39;
3511;vege_0;39;
3511;gate-keeper;40;
3516;vege_1;40;
3524;final-crs_5;39;1116
3526;final-crs_3;40;136
4249;gate-keeper;49;
4299;meat_0;49;
4331;gate-keeper;50;
4332;final-crs_6;49;418
4336;vege_1;50;
4340;final-crs_2;50;62
4783;gate-keeper;53;
4784;gate-keeper;54;
4785;gate-keeper;55;
4787;vege_0;53;
4795;meat_1;54;
4798;final-crs_6;53;792
4823;final-crs_2;54;657
4834;meat_0;55;
4836;final-crs_4;55;656
5077;gate-keeper;59;
5079;vege_0;59;
5111;final-crs_2;59;884
5291;gate-keeper;60;
5292;gate-keeper;61;
5295;vege_0;61;
5304;final-crs_6;61;842
5310;meat_0;60;
5366;final-crs_4;60;1348
5409;gate-keeper;63;
5414;vege_0;63;
5430;final-crs_3;63;355
6232;gate-keeper;71;
6233;gate-keeper;72;
6234;gate-keeper;73;
6240;vege_0;71;
6240;vege_1;72;
6250;vege_1;73;
6252;final-crs_4;71;1482
6353;final-crs_0;72;1740
6362;final-crs_3;73;238
6930;gate-keeper;81;
6935;vege_1;81;
6955;final-crs_4;81;635
7049;gate-keeper;82;
7068;meat_1;82;
7087;final-crs_0;82;664
7494;gate-keeper;88;
7495;frui_1;88;
7537;final-crs_3;88;925
7851;gate-keeper;92;
7858;vege_0;92;
7873;final-crs_6;92;798
7960;gate-keeper;93;
7963;meat_0;93;
7988;final-crs_2;93;751
8071;gate-keeper;95;
8104;meat_1;95;
8105;final-crs_4;95;812
8711;gate-keeper;102;
8744;meat_0;102;
8774;final-crs_2;102;80
9321;gate-keeper;109;
9323;frui_1;109;
9361;final-crs_3;109;618
9672;gate-keeper;113;
9677;vege_0;113;
9785;final-crs_4;113;187
10592;gate-keeper;124;
10594;vege_1;124;
10606;final-crs_5;124;350
10866;gate-keeper;127;
10867;vege_0;127;
10957;final-crs_6;127;1445
11174;gate-keeper;130;
11175;gate-keeper;131;
11191;meat_0;130;
11202;meat_1;131;
11250;final-crs_2;130;1312
11253;final-crs_4;131;113
11471;gate-keeper;134;
11494;meat_0;134;
11526;final-crs_4;134;474
11810;gate-keeper;137;
11811;gate-keeper;138;
11849;meat_1;137;
11859;meat_0;138;
11898;final-crs_1;137;885
11909;final-crs_6;138;701
12105;gate-keeper;141;
12112;vege_1;141;
12142;final-crs_1;141;644
12353;gate-keeper;144;
12354;frui_1;144;
12391;final-crs_2;144;407
12395;gate-keeper;145;
12396;vege_0;145;
12413;final-crs_6;145;283
12680;gate-keeper;148;
12685;vege_0;148;
12738;final-crs_3;148;110
13002;gate-keeper;151;
13003;gate-keeper;152;
13007;frui_0;152;
13016;final-crs_2;152;686
13056;meat_1;151;
13061;final-crs_5;151;552
13288;gate-keeper;155;
13290;frui_0;155;
13309;final-crs_1;155;1031
13654;gate-keeper;158;
13655;meat_0;158;
13655;gate-keeper;159;
13656;gate-keeper;160;
13661;vege_0;160;
13688;final-crs_0;158;1364
13688;final-crs_2;160;319
13704;meat_1;159;
13766;final-crs_1;159;981
13991;gate-keeper;162;
13992;vege_0;162;
13992;gate-keeper;163;
13993;gate-keeper;164;
13997;vege_1;163;
14012;final-crs_1;162;558
14016;meat_1;164;
14043;final-crs_5;163;148
14073;final-crs_3;164;934
14230;gate-keeper;167;
14261;meat_0;167;
14319;final-crs_4;167;713
14563;gate-keeper;170;
14564;gate-keeper;171;
14565;vege_1;170;
14568;vege_0;171;
14573;final-crs_4;170;1070
14581;final-crs_3;171;986
14832;gate-keeper;173;
14833;gate-keeper;174;
14839;vege_1;173;
14841;vege_0;174;
14851;final-crs_4;173;605
14890;gate-keeper;175;
14924;final-crs_5;174;283
14929;meat_0;175;
14983;final-crs_6;175;216
15140;gate-keeper;177;
15141;vege_0;177;
15198;final-crs_1;177;1693
15696;gate-keeper;184;
15697;frui_0;184;
15701;final-crs_0;184;186
16029;gate-keeper;187;
16030;gate-keeper;188;
16035;vege_1;188;
16045;final-crs_2;188;102
16057;meat_0;187;
16090;final-crs_1;187;523
16358;gate-keeper;190;
16359;gate-keeper;191;
16362;frui_0;190;
16365;vege_0;191;
16409;final-crs_3;190;802
16419;final-crs_5;191;1794
16643;gate-keeper;194;
16644;gate-keeper;195;
16647;vege_0;195;
16651;meat_0;194;
16677;final-crs_5;195;889
16693;final-crs_4;194;815
16775;gate-keeper;196;
16809;meat_0;196;
16856;final-crs_3;196;1387
17006;gate-keeper;198;
17007;gate-keeper;199;
17009;vege_1;198;
17010;final-crs_2;198;475
17046;meat_1;199;
17073;final-crs_3;199;114
17305;gate-keeper;201;
17306;gate-keeper;202;
17310;vege_1;202;
17339;meat_0;201;
17403;final-crs_4;202;956
17409;final-crs_0;201;1178
17620;gate-keeper;204;
17621;gate-keeper;205;
17622;vege_0;204;
17622;gate-keeper;206;
17623;gate-keeper;207;
17624;vege_1;206;
17624;gate-keeper;208;
17625;gate-keeper;209;
17626;gate-keeper;210;
17627;gate-keeper;211;
17628;gate-keeper;212;
17629;gate-keeper;213;
17631;vege_0;208;
17632;meat_1;205;
17634;final-crs_0;204;309
17634;vege_1;209;
17641;vege_0;210;
17643;vege_1;211;
17647;meat_0;207;
17651;vege_0;212;
17658;final-crs_4;206;1652
17684;meat_1;213;
17704;final-crs_1;208;685
17734;final-crs_2;205;878
17735;gate-keeper;219;
17738;frui_1;219;
17751;final-crs_3;209;1847
17767;final-crs_6;210;967
17849;final-crs_5;211;511
17883;final-crs_0;207;743
17908;final-crs_4;212;627
17957;final-crs_1;213;1300
17964;final-crs_2;219;1255
17972;gate-keeper;221;
17978;vege_0;221;
17986;final-crs_3;221;864
18497;gate-keeper;227;
18498;gate-keeper;228;
18500;vege_0;227;
18501;vege_1;228;
18503;final-crs_6;227;1053
18566;final-crs_4;228;331
18597;gate-keeper;229;
18598;frui_1;229;
18656;final-crs_0;229;1440
18893;gate-keeper;230;
18894;gate-keeper;231;
18895;gate-keeper;232;
18896;vege_0;230;
18896;vege_1;231;
18905;vege_0;232;
18908;final-crs_0;230;506
18951;final-crs_3;231;695
18968;final-crs_1;232;799
19223;gate-keeper;234;
19224;vege_0;234;
19224;gate-keeper;235;
19225;gate-keeper;236;
19229;final-crs_2;234;1435
19249;meat_0;235;
19253;meat_1;236;
19260;final-crs_1;235;860
19307;final-crs_4;236;1040
19427;gate-keeper;247;
19428;gate-keeper;248;
19429;gate-keeper;249;
19430;frui_0;247;
19430;gate-keeper;250;
19431;frui_1;248;
19434;vege_0;249;
19435;vege_1;250;
19473;final-crs_2;247;749
19480;final-crs_1;248;105
19529;gate-keeper;251;
19536;vege_0;251;
19537;final-crs_6;249;913
19548;final-crs_4;250;488
19567;final-crs_5;251;231
19886;gate-keeper;253;
19887;gate-keeper;254;
19888;gate-keeper;255;
19889;frui_0;255;
19889;gate-keeper;256;
19892;vege_0;253;
19893;vege_1;254;
19894;meat_0;256;
19895;final-crs_3;255;1587
19924;final-crs_0;253;299
19956;final-crs_2;254;383
19980;final-crs_1;256;395
20195;gate-keeper;267;
20196;gate-keeper;268;
20197;gate-keeper;269;
20198;gate-keeper;270;
20199;gate-keeper;271;
20200;vege_0;268;
20205;vege_1;269;
20209;vege_0;270;
20214;vege_1;271;
20238;meat_1;267;
20247;final-crs_4;268;1008
20299;final-crs_6;269;179
20305;final-crs_3;270;434
20316;gate-keeper;272;
20318;vege_1;272;
20359;final-crs_5;271;422
20371;final-crs_2;267;1811
20450;final-crs_1;272;731
20451;gate-keeper;273;
20452;gate-keeper;274;
20453;vege_1;274;
20457;final-crs_0;274;530
20462;meat_1;273;
20494;final-crs_4;273;989
20786;gate-keeper;278;
20791;meat_0;278;
20806;final-crs_5;278;743
21105;gate-keeper;281;
21106;vege_1;281;
21154;final-crs_0;281;924
21200;gate-keeper;282;
21201;gate-keeper;283;
21202;vege_1;283;
21202;gate-keeper;284;
21203;gate-keeper;285;
21204;gate-keeper;286;
21205;gate-keeper;287;
21206;gate-keeper;288;
21207;gate-keeper;289;
21208;gate-keeper;290;
21209;vege_0;284;
21209;gate-keeper;291;
21211;vege_1;285;
21211;frui_0;289;
21212;meat_1;282;
21218;vege_0;286;
21222;vege_1;288;
21228;vege_0;290;
21233;meat_0;287;
21267;meat_1;291;
21278;final-crs_4;283;815
21282;final-crs_2;284;690
21297;final-crs_5;285;899
21392;final-crs_0;289;292
21408;gate-keeper;296;
21413;final-crs_3;282;962
21414;final-crs_6;286;167
21420;meat_0;296;
21427;final-crs_1;288;876
21484;final-crs_2;290;2066
21519;final-crs_4;287;541
21527;final-crs_5;291;367
21597;final-crs_0;296;828
21686;gate-keeper;299;
21718;meat_1;299;
21722;final-crs_2;299;106
21986;gate-keeper;303;
21987;gate-keeper;304;
21988;gate-keeper;305;
21989;vege_0;303;
21989;gate-keeper;306;
21990;gate-keeper;307;
21991;gate-keeper;308;
21992;frui_1;308;
21992;gate-keeper;309;
21993;gate-keeper;310;
21994;gate-keeper;311;
21995;vege_1;305;
21995;frui_0;311;
21995;gate-keeper;312;
21996;gate-keeper;313;
21997;gate-keeper;314;
21999;vege_0;307;
22006;vege_1;310;
22008;vege_0;312;
22010;final-crs_5;303;622
22010;meat_1;304;
22017;vege_1;313;
22018;vege_0;314;
22021;meat_0;306;
22063;final-crs_0;308;1571
22064;meat_1;309;
22173;final-crs_6;305;2003
22176;final-crs_1;311;490
22190;final-crs_3;307;244
22200;final-crs_4;310;600
22202;gate-keeper;315;
22203;gate-keeper;316;
22204;gate-keeper;317;
22205;gate-keeper;318;
22206;gate-keeper;319;
22207;gate-keeper;320;
22208;gate-keeper;321;
22209;vege_0;315;
22209;gate-keeper;322;
22210;frui_1;319;
22210;gate-keeper;323;
22211;vege_1;316;
22211;gate-keeper;324;
22213;frui_0;323;
22219;vege_0;318;
22220;final-crs_2;312;494
22220;vege_1;321;
22228;vege_0;322;
22229;vege_1;324;
22240;meat_1;317;
22249;meat_0;320;
22264;final-crs_5;304;388
22304;final-crs_0;313;846
22377;final-crs_6;314;333
22380;final-crs_1;306;156
22426;final-crs_4;309;1276
22438;final-crs_3;315;873
22459;final-crs_2;319;448
22515;gate-keeper;345;
22516;gate-keeper;346;
22517;vege_0;346;
22517;gate-keeper;347;
22518;gate-keeper;348;
22519;gate-keeper;349;
22520;vege_1;347;
22520;gate-keeper;350;
22521;gate-keeper;351;
22522;gate-keeper;352;
22523;gate-keeper;353;
22524;gate-keeper;354;
22526;vege_0;348;
22529;vege_1;351;
22535;vege_0;352;
22536;final-crs_5;316;363
22538;vege_1;354;
22543;final-crs_0;323;360
22547;meat_1;345;
22573;meat_0;349;
22595;final-crs_6;318;1258
22605;meat_1;350;
22627;meat_0;353;
22630;final-crs_1;321;438
22664;final-crs_3;322;1186
22672;final-crs_4;324;1253
22684;final-crs_2;317;2067
22744;final-crs_5;320;1361
22776;final-crs_0;346;991
22777;gate-keeper;365;
22778;gate-keeper;366;
22779;vege_0;365;
22779;gate-keeper;367;
22780;meat_1;366;
22804;meat_0;367;
22837;final-crs_6;347;1682
22874;final-crs_1;348;807
22916;final-crs_4;351;1311
22923;final-crs_2;352;1414
22923;final-crs_3;354;535
22965;final-crs_5;345;407
23046;final-crs_0;349;1773
23062;gate-keeper;369;
23063;vege_1;369;
23063;gate-keeper;370;
23070;vege_0;370;
23083;final-crs_6;350;650
23131;final-crs_1;353;159
23179;final-crs_2;365;1045
23181;final-crs_3;366;513
23181;final-crs_5;367;1455
23187;final-crs_4;369;434
23259;final-crs_0;370;1115
23339;gate-keeper;374;
23348;meat_0;374;
23351;final-crs_1;374;1340
23643;gate-keeper;375;
23644;gate-keeper;376;
23645;gate-keeper;377;
23647;vege_1;375;
23653;vege_0;376;
23656;vege_1;377;
23666;final-crs_3;375;1855
23679;final-crs_4;376;851
23689;final-crs_5;377;516
23957;gate-keeper;379;
23958;vege_0;379;
23958;gate-keeper;380;
23959;gate-keeper;381;
23964;final-crs_4;379;532
23965;vege_1;380;
23967;vege_0;381;
24056;final-crs_6;380;247
24071;final-crs_1;381;740
24511;gate-keeper;386;
24512;vege_1;386;
24512;gate-keeper;387;
24519;meat_0;387;
24545;final-crs_6;386;718
24560;gate-keeper;388;
24564;vege_1;388;
24567;final-crs_4;387;664
24569;final-crs_0;388;444
24798;gate-keeper;389;
24799;gate-keeper;390;
24800;gate-keeper;391;
24804;vege_1;389;
24807;final-crs_6;389;852
24824;meat_0;390;
24824;meat_1;391;
24826;final-crs_2;390;96
24833;final-crs_4;391;990
25378;gate-keeper;407;
25379;gate-keeper;408;
25380;gate-keeper;409;
25381;frui_0;409;
25441;meat_0;407;
25443;meat_1;408;
25490;final-crs_4;409;343
25528;final-crs_3;407;369
25538;final-crs_2;408;260
25745;gate-keeper;412;
25746;gate-keeper;413;
25766;meat_0;412;
25786;final-crs_3;412;741
25805;meat_1;413;
25811;final-crs_6;413;819
26114;gate-keeper;416;
26115;gate-keeper;417;
26120;vege_1;416;
26122;vege_0;417;
26211;final-crs_4;416;1006
26240;final-crs_5;417;355
26321;gate-keeper;419;
26343;meat_1;419;
26415;final-crs_4;419;526
26446;gate-keeper;420;
26447;vege_1;420;
26447;gate-keeper;421;
26450;vege_0;421;
26471;final-crs_5;420;646
26507;final-crs_3;421;258
26751;gate-keeper;422;
26752;gate-keeper;423;
26753;frui_0;423;
26753;gate-keeper;424;
26754;vege_1;422;
26754;gate-keeper;425;
26778;final-crs_3;423;853
26780;final-crs_2;422;684
26800;meat_1;424;
26806;meat_0;425;
26855;final-crs_1;424;367
26931;final-crs_4;425;1099
27038;gate-keeper;427;
27039;vege_1;427;
27039;gate-keeper;428;
27058;meat_0;428;
27096;gate-keeper;429;
27099;meat_1;429;
27173;final-crs_5;427;2175
27174;final-crs_4;428;1379
27212;final-crs_2;429;664
27313;gate-keeper;430;
27314;gate-keeper;431;
27322;vege_0;431;
27326;meat_0;430;
27411;final-crs_2;431;142
27436;final-crs_4;430;757
27599;gate-keeper;432;
27600;gate-keeper;433;
27601;vege_0;432;
27601;gate-keeper;434;
27603;vege_1;433;
27627;meat_0;434;
27674;final-crs_2;432;695
27674;final-crs_4;433;682
27689;final-crs_5;434;799
27887;gate-keeper;438;
27891;vege_1;438;
27935;final-crs_1;438;536
28040;gate-keeper;439;
28041;gate-keeper;440;
28042;meat_0;439;
28077;meat_1;440;
28103;final-crs_2;439;534
28128;final-crs_4;440;364
28218;gate-keeper;442;
28251;meat_1;442;
28314;final-crs_2;442;157
28542;gate-keeper;446;
28590;meat_1;446;
28616;final-crs_3;446;882
28830;gate-keeper;449;
28831;vege_1;449;
28856;final-crs_0;449;1078
28980;gate-keeper;451;
28988;vege_1;451;
28998;final-crs_5;451;639
29129;gate-keeper;452;
29130;meat_0;452;
29130;gate-keeper;453;
29134;meat_1;453;
29152;final-crs_1;452;601
29198;final-crs_6;453;130
29411;gate-keeper;456;
29417;vege_1;456;
29442;final-crs_4;456;2007
29697;gate-keeper;460;
29700;vege_1;460;
29706;final-crs_2;460;1200
29861;gate-keeper;461;
29862;gate-keeper;462;
29867;meat_1;461;
29901;meat_0;462;
29908;final-crs_4;461;517
29916;final-crs_2;462;1706
30017;gate-keeper;463;
30025;vege_0;463;
30043;final-crs_0;463;356
30804;gate-keeper;471;
30805;gate-keeper;472;
30806;vege_1;471;
30806;gate-keeper;473;
30807;vege_0;472;
30830;final-crs_6;471;1590
30838;final-crs_1;472;1110
30847;meat_1;473;
30882;final-crs_5;473;1200
30933;gate-keeper;474;
30939;vege_0;474;
31011;final-crs_4;474;125
31201;gate-keeper;475;
31202;gate-keeper;476;
31203;meat_0;475;
31203;gate-keeper;477;
31247;meat_1;476;
31256;meat_0;477;
31259;final-crs_3;475;463
31271;final-crs_4;476;443
31289;final-crs_0;477;105
31479;gate-keeper;481;
31482;vege_0;481;
31501;final-crs_3;481;241
31739;gate-keeper;482;
31740;gate-keeper;483;
31783;meat_0;482;
31783;meat_1;483;
31810;gate-keeper;484;
31812;frui_1;484;
31834;final-crs_5;482;1419
31856;final-crs_1;483;354
31973;final-crs_2;484;397
32071;gate-keeper;485;
32072;gate-keeper;486;
32073;frui_0;486;
32073;gate-keeper;487;
32076;frui_1;487;
32085;meat_1;485;
32207;final-crs_2;486;318
32209;final-crs_6;487;1549
32257;final-crs_3;485;772
32358;gate-keeper;491;
32361;vege_1;491;
32431;final-crs_2;491;597
32647;gate-keeper;493;
32648;gate-keeper;494;
32649;vege_1;493;
32650;vege_0;494;
32676;final-crs_2;493;492
32685;final-crs_6;494;1632
32800;gate-keeper;496;
32806;vege_0;496;
32909;gate-keeper;497;
32911;vege_0;497;
32914;final-crs_6;496;1418
32928;final-crs_2;497;1690
33152;gate-keeper;500;
33161;vege_0;500;
33164;final-crs_2;500;525
33466;gate-keeper;503;
33469;vege_1;503;
33529;final-crs_1;503;519
33785;gate-keeper;507;
33791;meat_0;507;
33855;final-crs_4;507;1533
34082;gate-keeper;511;
34112;meat_0;511;
34172;final-crs_2;511;1123
34410;gate-keeper;515;
34418;meat_1;515;
34422;final-crs_3;515;1149
34635;gate-keeper;516;
34636;vege_0;516;
34636;gate-keeper;517;
34637;meat_0;517;
34654;final-crs_2;516;655
34672;final-crs_0;517;886
34780;gate-keeper;518;
34781;gate-keeper;519;
34783;vege_1;518;
34786;vege_0;519;
34852;final-crs_6;518;892
34874;final-crs_2;519;207
35069;gate-keeper;522;
35073;vege_1;522;
35088;final-crs_6;522;601
35397;gate-keeper;527;
35399;vege_1;527;
35406;final-crs_1;527;1501
35497;gate-keeper;528;
35499;meat_1;528;
35512;final-crs_4;528;1349
35724;gate-keeper;530;
35725;gate-keeper;531;
35726;vege_0;530;
35728;vege_1;531;
35729;final-crs_4;530;160
35790;final-crs_0;531;810
36007;gate-keeper;534;
36009;frui_1;534;
36068;final-crs_3;534;666
36320;gate-keeper;537;
36322;vege_0;537;
36368;final-crs_2;537;1011
36391;gate-keeper;538;
36392;frui_1;538;
36444;final-crs_4;538;921
36479;gate-keeper;539;
36480;vege_0;539;
36480;gate-keeper;540;
36481;gate-keeper;541;
36482;vege_1;540;
36482;gate-keeper;542;
36483;gate-keeper;543;
36484;gate-keeper;544;
36485;gate-keeper;545;
36486;gate-keeper;546;
36487;gate-keeper;547;
36488;gate-keeper;548;
36490;vege_0;542;
36492;vege_1;544;
36499;vege_0;546;
36500;meat_1;541;
36502;vege_1;547;
36502;meat_0;543;
36520;final-crs_0;539;417
36536;final-crs_6;540;563
36552;meat_0;545;
36560;meat_1;548;
36571;final-crs_5;542;484
36579;final-crs_3;544;361
36581;final-crs_1;546;326
36616;gate-keeper;552;
36618;vege_1;552;
36628;final-crs_2;541;262
36653;final-crs_4;547;1429
36764;final-crs_0;543;1121
36781;final-crs_6;545;399
36807;final-crs_3;548;1846
36819;final-crs_5;552;1274
36931;gate-keeper;555;
36932;gate-keeper;556;
36936;vege_1;555;
36937;vege_0;556;
37030;final-crs_0;555;973
37044;final-crs_6;556;1423
37253;gate-keeper;559;
37254;gate-keeper;560;
37257;vege_1;560;
37258;meat_0;559;
37273;final-crs_0;560;613
37287;final-crs_3;559;412
37568;gate-keeper;562;
37569;gate-keeper;563;
37570;vege_0;562;
37570;gate-keeper;564;
37572;vege_1;564;
37574;meat_1;563;
37594;final-crs_1;562;342
37616;final-crs_4;564;901
37736;final-crs_3;563;485
37848;gate-keeper;565;
37849;gate-keeper;566;
37850;gate-keeper;567;
37852;vege_0;565;
