time;ckpt;id;money
317;gate-keeper;0;
318;gate-keeper;1;
319;vege_0;0;
319;frui_1;1;
407;final-crs_6;0;768
443;final-crs_2;1;739
600;gate-keeper;2;
601;gate-keeper;3;
602;frui_1;2;
637;meat_0;3;
650;final-crs_7;2;266
671;final-crs_8;3;186
875;gate-keeper;4;
876;gate-keeper;5;
878;vege_1;4;
881;meat_0;5;
898;final-crs_8;4;944
915;final-crs_6;5;1222
1254;gate-keeper;6;
1255;gate-keeper;7;
1256;gate-keeper;8;
1257;frui_1;6;
1259;vege_1;7;
1263;vege_0;8;
1282;final-crs_7;6;518
1362;final-crs_8;7;724
1395;final-crs_10;8;659
1560;gate-keeper;9;
1561;gate-keeper;10;
1562;gate-keeper;11;
1567;vege_0;11;
1567;frui_1;10;
1584;final-crs_8;11;1029
1611;meat_1;9;
1618;final-crs_6;10;986
1628;final-crs_11;9;536
1796;gate-keeper;12;
1797;gate-keeper;13;
1798;frui_0;12;
1801;vege_1;13;
1807;final-crs_12;12;528
1837;final-crs_11;13;1561
2138;gate-keeper;14;
2139;gate-keeper;15;
2140;frui_0;15;
2141;vege_0;14;
2150;final-crs_3;15;1268
2158;final-crs_5;14;519
2424;gate-keeper;16;
2425;gate-keeper;17;
2426;gate-keeper;18;
2430;vege_0;16;
2430;frui_0;17;
2431;frui_1;18;
2458;final-crs_2;16;1173
2473;final-crs_4;17;992
2476;final-crs_7;18;798
2741;gate-keeper;19;
2742;gate-keeper;20;
2744;vege_1;20;
2748;final-crs_8;20;272
2754;meat_1;19;
2789;final-crs_10;19;1197
2864;gate-keeper;21;
2865;vege_0;21;
2891;final-crs_1;21;1441
3018;gate-keeper;22;
3019;gate-keeper;23;
3044;meat_1;22;
3045;final-crs_5;22;904
3071;meat_0;23;
3083;final-crs_3;23;308
3331;gate-keeper;24;
3332;vege_1;24;
3332;gate-keeper;25;
3336;frui_1;25;
3345;final-crs_3;24;980
3350;final-crs_1;25;704
3669;gate-keeper;26;
3670;gate-keeper;27;
3671;gate-keeper;28;
3673;meat_1;27;
3676;vege_0;26;
3687;final-crs_2;27;705
3691;final-crs_8;26;433
3719;meat_0;28;
3735;final-crs_10;28;661
3857;gate-keeper;29;
3861;frui_1;29;
3871;final-crs_6;29;188
3963;gate-keeper;30;
3964;frui_1;30;
4002;final-crs_12;30;783
4241;gate-keeper;31;
4242;gate-keeper;32;
4244;vege_0;31;
4247;frui_1;32;
4268;final-crs_5;31;831
4277;final-crs_1;32;856
4554;gate-keeper;33;
4555;gate-keeper;34;
4556;gate-keeper;35;
4557;frui_0;33;
4568;final-crs_9;33;1258
4569;meat_0;34;
4582;final-crs_0;34;1417
4607;meat_1;35;
4615;final-crs_7;35;167
4762;gate-keeper;36;
4766;vege_1;36;
4792;final-crs_9;36;215
4860;gate-keeper;37;
4861;frui_1;37;
4872;final-crs_2;37;578
5168;gate-keeper;38;
5169;gate-keeper;39;
5170;gate-keeper;40;
5171;vege_0;39;
5217;meat_0;38;
5220;meat_1;40;
5255;final-crs_9;39;496
5269;final-crs_3;38;152
5298;final-crs_6;40;948
5469;gate-keeper;41;
5470;vege_1;41;
5470;gate-keeper;42;
5471;gate-keeper;43;
5472;frui_0;43;
5490;final-crs_3;41;2667
5515;meat_0;42;
5538;final-crs_4;43;287
5538;final-crs_6;42;338
5696;gate-keeper;44;
5697;frui_1;44;
5723;final-crs_3;44;269
5752;gate-keeper;45;
5768;meat_1;45;
5772;final-crs_6;45;1469
5993;gate-keeper;46;
5994;gate-keeper;47;
5995;vege_1;46;
5995;frui_1;47;
6017;final-crs_0;46;1102
6027;final-crs_8;47;1060
6273;gate-keeper;48;
6274;gate-keeper;49;
6278;vege_0;48;
6287;final-crs_11;48;1333
6304;meat_1;49;
6307;final-crs_9;49;431
6606;gate-keeper;50;
6607;gate-keeper;51;
6608;gate-keeper;52;
6611;frui_1;51;
6615;final-crs_10;51;591
6635;meat_0;50;
6642;final-crs_0;50;654
6662;meat_1;52;
6674;final-crs_3;52;340
6709;gate-keeper;53;
6712;vege_0;53;
6750;final-crs_8;53;260
6905;gate-keeper;54;
6906;frui_0;54;
6999;final-crs_11;54;652
7181;gate-keeper;55;
7182;gate-keeper;56;
7183;vege_0;55;
7196;meat_0;56;
7205;final-crs_4;55;676
7254;final-crs_7;56;146
7492;gate-keeper;57;
7493;vege_0;57;
7493;gate-keeper;58;
7494;gate-keeper;59;
7495;final-crs_9;57;569
7496;frui_1;58;
7497;final-crs_6;58;76
7501;vege_1;59;
7527;final-crs_8;59;279
7623;gate-keeper;60;
7630;meat_0;60;
7669;final-crs_0;60;717
7772;gate-keeper;61;
7773;vege_0;61;
7797;final-crs_12;61;368
8067;gate-keeper;62;
8068;frui_0;62;
8068;gate-keeper;63;
8070;frui_1;63;
8083;final-crs_11;62;169
8105;final-crs_3;63;700
8386;gate-keeper;64;
8387;gate-keeper;65;
8388;gate-keeper;66;
8391;frui_1;64;
8392;frui_0;66;
8415;meat_0;65;
8429;final-crs_7;64;777
8430;final-crs_5;66;1479
8453;final-crs_9;65;453
8554;gate-keeper;67;
8559;frui_0;67;
8562;final-crs_10;67;556
8702;gate-keeper;68;
8726;meat_1;68;
8748;final-crs_6;68;304
8997;gate-keeper;69;
8998;gate-keeper;70;
8999;gate-keeper;71;
9000;frui_0;69;
9001;final-crs_1;69;943
9002;vege_1;70;
9004;final-crs_6;70;1411
9008;vege_0;71;
9035;final-crs_11;71;210
9307;gate-keeper;72;
9308;gate-keeper;73;
9309;vege_1;73;
9312;frui_0;72;
9362;gate-keeper;74;
9365;frui_0;74;
9382;final-crs_9;73;1948
9383;final-crs_7;72;1166
9400;final-crs_8;74;162
9603;gate-keeper;75;
9608;vege_0;75;
9634;final-crs_8;75;631
9927;gate-keeper;76;
9928;meat_0;76;
9928;gate-keeper;77;
9929;final-crs_0;76;1432
9929;vege_0;77;
9929;gate-keeper;78;
9930;final-crs_5;77;214
9930;vege_1;78;
9952;final-crs_2;78;1700
10204;gate-keeper;79;
10205;gate-keeper;80;
10208;frui_0;79;
