time;ckpt;id;money
306;gate-keeper;0;
340;meat_0;0;
442;final-crs_3;0;421
646;gate-keeper;1;
647;gate-keeper;2;
650;vege_0;1;
653;meat_1;2;
698;final-crs_3;1;2127
720;final-crs_2;2;220
911;gate-keeper;3;
915;frui_0;3;
957;final-crs_6;3;153
1203;gate-keeper;4;
1204;frui_1;4;
1245;final-crs_4;4;894
1482;gate-keeper;5;
1483;gate-keeper;6;
1490;vege_1;6;
1502;final-crs_5;6;982
1525;meat_1;5;
1564;final-crs_1;5;1401
1783;gate-keeper;7;
1784;gate-keeper;8;
1785;meat_0;8;
1786;vege_0;7;
1828;final-crs_3;8;365
1928;final-crs_6;7;879
1986;gate-keeper;9;
1987;frui_0;9;
1988;final-crs_5;9;190
2414;gate-keeper;10;
2415;gate-keeper;11;
2416;vege_1;10;
2456;meat_1;11;
2483;final-crs_2;10;137
2494;final-crs_0;11;176
2680;gate-keeper;12;
2681;frui_0;12;
2734;final-crs_0;12;519
2921;gate-keeper;13;
2935;meat_0;13;
2944;final-crs_4;13;1494
3021;gate-keeper;14;
3028;vege_0;14;
3101;final-crs_6;14;681
3334;gate-keeper;15;
3346;meat_0;15;
3381;final-crs_4;15;731
3584;gate-keeper;16;
3588;vege_1;16;
3592;final-crs_6;16;1201
3818;gate-keeper;17;
3820;frui_1;17;
3862;final-crs_4;17;962
3886;gate-keeper;18;
3916;meat_1;18;
3958;final-crs_2;18;416
4183;gate-keeper;19;
4188;vege_1;19;
4230;final-crs_2;19;1078
4499;gate-keeper;20;
4500;vege_1;20;
4500;gate-keeper;21;
4504;vege_0;21;
4545;final-crs_3;20;396
4570;final-crs_6;21;313
4739;gate-keeper;22;
4743;vege_0;22;
4788;final-crs_5;22;269
5054;gate-keeper;23;
5056;vege_0;23;
5075;final-crs_3;23;190
5312;gate-keeper;24;
5313;gate-keeper;25;
5339;meat_0;24;
5345;meat_1;25;
5371;final-crs_0;24;1117
5423;final-crs_5;25;645
5638;gate-keeper;26;
5644;vege_0;26;
5653;final-crs_5;26;1400
5941;gate-keeper;27;
5942;gate-keeper;28;
5949;meat_1;27;
5952;vege_1;28;
6011;final-crs_2;27;374
6023;final-crs_6;28;665
6273;gate-keeper;29;
6274;frui_1;29;
6289;final-crs_3;29;969
6544;gate-keeper;30;
6545;gate-keeper;31;
6552;vege_0;30;
6555;meat_1;31;
6593;final-crs_5;30;1022
6635;final-crs_0;31;1712
6848;gate-keeper;32;
6858;meat_1;32;
6915;final-crs_4;32;958
7156;gate-keeper;33;
7157;gate-keeper;34;
7160;frui_0;34;
7160;meat_0;33;
7189;final-crs_2;34;833
7217;final-crs_0;33;427
7436;gate-keeper;35;
7440;frui_1;35;
7446;final-crs_1;35;618
7484;gate-keeper;36;
7518;meat_0;36;
7520;final-crs_3;36;183
7732;gate-keeper;37;
7736;vege_1;37;
7772;final-crs_3;37;948
8051;gate-keeper;38;
8054;vege_0;38;
8138;final-crs_6;38;1022
8284;gate-keeper;39;
8285;gate-keeper;40;
8287;vege_1;39;
8290;vege_0;40;
8356;final-crs_6;39;509
8416;final-crs_4;40;934
8737;gate-keeper;41;
8738;gate-keeper;42;
8745;vege_0;41;
8746;final-crs_0;41;741
8763;meat_1;42;
8796;final-crs_6;42;751
9021;gate-keeper;43;
9053;meat_0;43;
9074;final-crs_4;43;743
9213;gate-keeper;44;
9216;vege_0;44;
9227;final-crs_6;44;822
9326;gate-keeper;45;
9331;frui_0;45;
9352;final-crs_5;45;647
9639;gate-keeper;46;
9640;frui_0;46;
9697;final-crs_6;46;2109
9938;gate-keeper;47;
9939;vege_0;47;
9965;final-crs_6;47;75
10146;gate-keeper;48;
10190;meat_1;48;
10201;final-crs_6;48;1372
10217;gate-keeper;49;
10222;vege_0;49;
10243;final-crs_2;49;1899
10517;gate-keeper;50;
10549;meat_0;50;
10565;final-crs_3;50;1029
10795;gate-keeper;51;
10796;gate-keeper;52;
10799;vege_1;51;
10809;final-crs_5;51;531
10820;meat_0;52;
10830;final-crs_4;52;423
11101;gate-keeper;53;
11105;vege_0;53;
11129;final-crs_6;53;553
11375;gate-keeper;54;
11380;meat_0;54;
11475;final-crs_2;54;1273
11601;gate-keeper;55;
11602;gate-keeper;56;
11604;vege_1;55;
11609;vege_0;56;
11713;final-crs_2;55;900
11745;final-crs_1;56;985
12044;gate-keeper;57;
12045;gate-keeper;58;
12046;frui_1;57;
12047;final-crs_0;57;1112
12059;meat_1;58;
12170;final-crs_1;58;1329
12339;gate-keeper;59;
12346;vege_0;59;
12378;final-crs_2;59;1197
12610;gate-keeper;60;
12631;meat_0;60;
12655;final-crs_1;60;582
12845;gate-keeper;61;
12863;meat_0;61;
12888;final-crs_2;61;652
12902;gate-keeper;62;
12904;vege_0;62;
12911;final-crs_1;62;289
13184;gate-keeper;63;
13186;vege_1;63;
13190;final-crs_0;63;87
13504;gate-keeper;64;
13505;gate-keeper;65;
13507;vege_1;64;
13510;vege_0;65;
13586;final-crs_2;64;534
13604;final-crs_1;65;931
13811;gate-keeper;66;
13838;meat_0;66;
13880;final-crs_3;66;263
14138;gate-keeper;67;
14139;gate-keeper;68;
14145;vege_0;67;
14146;final-crs_5;67;89
14149;vege_1;68;
14157;final-crs_0;68;873
14458;gate-keeper;69;
14474;meat_1;69;
14539;final-crs_2;69;805
14542;gate-keeper;70;
14545;vege_0;70;
14594;final-crs_3;70;1445
14726;gate-keeper;71;
14729;vege_1;71;
14750;final-crs_2;71;2342
15015;gate-keeper;72;
15036;meat_0;72;
15054;final-crs_4;72;1283
15127;gate-keeper;73;
15129;vege_1;73;
15144;final-crs_1;73;765
15508;gate-keeper;74;
15509;frui_0;74;
15509;gate-keeper;75;
15510;meat_0;75;
15526;final-crs_5;74;936
15543;final-crs_2;75;874
15925;gate-keeper;76;
15934;vege_0;76;
16008;final-crs_2;76;1272
16219;gate-keeper;77;
16220;gate-keeper;78;
16223;frui_0;77;
16228;vege_0;78;
16233;final-crs_2;77;91
16262;final-crs_1;78;735
16563;gate-keeper;79;
16585;meat_1;79;
16681;final-crs_6;79;574
16906;gate-keeper;80;
16907;gate-keeper;81;
16910;vege_0;80;
16927;final-crs_3;80;205
16941;meat_0;81;
16979;final-crs_2;81;571
17164;gate-keeper;82;
17165;gate-keeper;83;
17166;frui_0;82;
17166;gate-keeper;84;
17167;gate-keeper;85;
17171;vege_0;83;
17174;vege_1;84;
17179;vege_0;85;
17208;final-crs_4;82;1160
17238;final-crs_2;83;1577
17257;final-crs_5;84;1370
17276;final-crs_0;85;844
17293;gate-keeper;86;
17294;gate-keeper;87;
17295;frui_0;86;
17295;gate-keeper;88;
17296;vege_1;88;
17321;meat_1;87;
17387;final-crs_1;86;581
17387;final-crs_6;88;1241
17388;final-crs_3;87;884
17485;gate-keeper;89;
17488;frui_0;89;
17494;final-crs_5;89;312
17759;gate-keeper;90;
17763;vege_1;90;
17764;final-crs_5;90;1098
