time;ckpt;id;money
253;gate-keeper;0;
254;gate-keeper;1;
259;vege_1;1;
294;meat_1;0;
411;final-crs_7;1;1187
415;final-crs_3;0;629
518;gate-keeper;2;
519;gate-keeper;3;
523;frui_1;3;
524;vege_0;2;
527;final-crs_5;3;836
620;final-crs_7;2;574
753;gate-keeper;4;
754;gate-keeper;5;
759;vege_0;4;
759;vege_1;5;
768;final-crs_8;4;2338
777;final-crs_5;5;710
1027;gate-keeper;6;
1028;gate-keeper;7;
1030;frui_1;7;
1031;vege_1;6;
1087;final-crs_9;7;1394
1090;final-crs_7;6;395
1318;gate-keeper;8;
1319;gate-keeper;9;
1321;frui_0;8;
1323;frui_1;9;
1331;final-crs_7;8;977
1354;final-crs_3;9;115
1654;gate-keeper;10;
1655;meat_1;10;
1655;gate-keeper;11;
1656;vege_1;11;
1665;final-crs_1;10;2119
1685;final-crs_6;11;79
1746;gate-keeper;12;
1751;vege_1;12;
1766;final-crs_4;12;981
1983;gate-keeper;13;
1984;vege_1;13;
2002;final-crs_9;13;740
2262;gate-keeper;14;
2263;gate-keeper;15;
2265;frui_1;15;
2270;final-crs_9;15;69
2272;meat_0;14;
2285;final-crs_3;14;674
2522;gate-keeper;16;
2523;vege_1;16;
2523;gate-keeper;17;
2547;meat_0;17;
2550;final-crs_10;16;132
2601;final-crs_8;17;1177
2767;gate-keeper;18;
2768;gate-keeper;19;
2771;vege_1;18;
2773;final-crs_3;18;235
2777;vege_0;19;
2850;final-crs_2;19;1619
3098;gate-keeper;20;
3099;gate-keeper;21;
3101;frui_1;21;
3110;meat_0;20;
3115;final-crs_0;21;1436
3117;final-crs_2;20;133
3430;gate-keeper;22;
3431;frui_0;22;
3431;gate-keeper;23;
3432;gate-keeper;24;
3436;frui_0;24;
3437;vege_0;23;
3440;final-crs_7;22;1007
3459;final-crs_3;24;384
3460;final-crs_10;23;544
3581;gate-keeper;25;
3588;vege_0;25;
3589;final-crs_2;25;370
3898;gate-keeper;26;
3899;gate-keeper;27;
3902;frui_0;26;
3903;frui_1;27;
3925;final-crs_4;26;1059
3970;final-crs_3;27;432
3975;gate-keeper;28;
3978;vege_1;28;
3985;final-crs_6;28;897
4277;gate-keeper;29;
4278;gate-keeper;30;
4282;frui_0;29;
4284;frui_1;30;
4313;final-crs_5;29;244
4329;final-crs_2;30;369
4529;gate-keeper;31;
4530;gate-keeper;32;
4532;frui_0;32;
4540;final-crs_9;32;1348
4575;meat_1;31;
4576;final-crs_0;31;1544
4908;gate-keeper;33;
4909;gate-keeper;34;
4912;frui_1;33;
4913;frui_0;34;
4926;final-crs_3;33;110
4962;final-crs_8;34;825
5173;gate-keeper;35;
5174;gate-keeper;36;
5175;frui_1;35;
5177;vege_1;36;
5203;final-crs_10;35;373
5213;final-crs_9;36;1325
5521;gate-keeper;37;
5522;frui_1;37;
5522;gate-keeper;38;
5523;gate-keeper;39;
5525;frui_0;38;
5527;final-crs_2;37;1139
5528;frui_1;39;
5548;final-crs_1;38;547
5566;final-crs_7;39;214
5743;gate-keeper;40;
5745;frui_1;40;
5766;final-crs_2;40;404
6022;gate-keeper;41;
6023;gate-keeper;42;
6024;frui_0;41;
6024;gate-keeper;43;
6025;frui_1;42;
6025;meat_1;43;
6038;final-crs_6;41;295
6057;final-crs_1;42;1259
6063;final-crs_7;43;953
6288;gate-keeper;44;
6289;gate-keeper;45;
6291;frui_0;45;
6294;final-crs_1;45;1174
6294;vege_1;44;
6313;final-crs_7;44;1046
6521;gate-keeper;46;
6522;vege_0;46;
6522;gate-keeper;47;
6529;final-crs_1;46;811
6558;meat_1;47;
6562;final-crs_7;47;890
6916;gate-keeper;48;
6917;gate-keeper;49;
6918;gate-keeper;50;
6922;vege_0;49;
6922;frui_1;50;
6928;meat_0;48;
6938;final-crs_8;49;1148
6941;final-crs_4;50;66
6962;final-crs_2;48;833
7188;gate-keeper;51;
7189;gate-keeper;52;
7192;vege_0;51;
7195;vege_1;52;
7210;final-crs_2;51;1011
7213;final-crs_4;52;558
7474;gate-keeper;53;
7475;gate-keeper;54;
7478;vege_0;53;
7479;vege_1;54;
7508;final-crs_0;53;506
7514;final-crs_5;54;1082
7816;gate-keeper;55;
7817;gate-keeper;56;
7819;vege_1;55;
7839;final-crs_10;55;193
7866;meat_0;56;
7880;final-crs_8;56;638
8167;gate-keeper;57;
8168;gate-keeper;58;
8169;meat_0;57;
8169;gate-keeper;59;
8174;vege_1;59;
8191;final-crs_2;57;373
8191;meat_1;58;
8193;final-crs_6;59;1126
8205;final-crs_1;58;190
8510;gate-keeper;60;
8511;gate-keeper;61;
8514;frui_0;60;
8517;vege_1;61;
8526;final-crs_9;60;1023
8582;final-crs_7;61;326
8868;gate-keeper;62;
8869;gate-keeper;63;
8870;gate-keeper;64;
8871;vege_0;62;
8874;vege_1;63;
8880;vege_0;64;
8908;final-crs_6;62;957
8922;final-crs_4;63;1328
8925;final-crs_3;64;1013
9194;gate-keeper;65;
9195;vege_0;65;
9195;gate-keeper;66;
9196;frui_0;66;
9197;final-crs_0;65;1196
9212;final-crs_1;66;593
9459;gate-keeper;67;
9460;gate-keeper;68;
9464;vege_1;67;
9466;vege_0;68;
9471;final-crs_1;67;360
9478;final-crs_2;68;1587
9557;gate-keeper;69;
9559;meat_1;69;
9568;final-crs_9;69;629
9765;gate-keeper;70;
9766;frui_0;70;
9810;final-crs_9;70;1122
10064;gate-keeper;71;
10065;gate-keeper;72;
10067;vege_0;72;
10068;frui_1;71;
10089;final-crs_8;72;586
10113;final-crs_4;71;1354
10360;gate-keeper;73;
10361;gate-keeper;74;
10364;vege_1;74;
10364;frui_0;73;
10380;final-crs_4;74;774
10384;gate-keeper;75;
10392;vege_0;75;
10400;final-crs_10;73;284
10411;final-crs_0;75;1466
10622;gate-keeper;76;
10630;vege_0;76;
10640;final-crs_0;76;1424
10921;gate-keeper;77;
10922;gate-keeper;78;
10924;vege_0;77;
10926;frui_1;78;
10935;final-crs_1;77;1202
10948;final-crs_2;78;901
11204;gate-keeper;79;
11205;gate-keeper;80;
11207;frui_0;80;
11209;vege_1;79;
11210;final-crs_2;80;1018
11278;final-crs_9;79;543
11308;gate-keeper;81;
11315;vege_0;81;
11316;final-crs_10;81;279
11488;gate-keeper;82;
11493;vege_1;82;
11513;final-crs_9;82;1090
11628;gate-keeper;83;
11629;vege_0;83;
11664;final-crs_4;83;452
11773;gate-keeper;84;
11774;gate-keeper;85;
11775;vege_1;85;
11776;frui_0;84;
11780;final-crs_0;85;1424
11809;final-crs_10;84;721
12032;gate-keeper;86;
12033;frui_1;86;
12043;final-crs_6;86;971
12306;gate-keeper;87;
12307;frui_0;87;
12307;gate-keeper;88;
12312;final-crs_3;87;588
12313;frui_1;88;
12341;final-crs_4;88;196
12343;gate-keeper;89;
12345;vege_0;89;
12371;final-crs_5;89;216
12633;gate-keeper;90;
12634;gate-keeper;91;
12635;frui_1;91;
12635;meat_0;90;
12661;final-crs_1;91;931
12693;final-crs_9;90;82
12932;gate-keeper;92;
12933;meat_1;92;
12933;gate-keeper;93;
12935;meat_0;93;
12956;final-crs_0;92;387
12966;final-crs_9;93;430
13192;gate-keeper;94;
13193;gate-keeper;95;
13199;vege_1;94;
13202;vege_0;95;
13216;final-crs_6;94;746
13231;final-crs_2;95;1396
13535;gate-keeper;96;
13536;gate-keeper;97;
13538;frui_0;97;
13542;vege_1;96;
13562;final-crs_8;97;1969
13564;final-crs_4;96;839
13818;gate-keeper;98;
13819;gate-keeper;99;
13821;frui_1;98;
13826;frui_0;99;
13858;final-crs_7;98;395
13864;final-crs_5;99;1316
14014;gate-keeper;100;
14059;meat_0;100;
14077;final-crs_1;100;91
14095;gate-keeper;101;
14111;meat_0;101;
14130;final-crs_5;101;192
14400;gate-keeper;102;
14401;gate-keeper;103;
14405;meat_0;102;
14409;vege_1;103;
14411;final-crs_0;102;1380
14455;final-crs_9;103;612
14662;gate-keeper;104;
14663;gate-keeper;105;
14664;vege_0;105;
14699;final-crs_9;105;442
14702;meat_1;104;
14744;final-crs_6;104;199
14865;gate-keeper;106;
14874;vege_0;106;
14877;final-crs_0;106;830
14964;gate-keeper;107;
14966;vege_0;107;
14969;final-crs_8;107;110
15080;gate-keeper;108;
15086;vege_0;108;
15138;final-crs_0;108;1133
15281;gate-keeper;109;
15287;vege_1;109;
15305;final-crs_5;109;1535
15561;gate-keeper;110;
15562;gate-keeper;111;
15564;frui_0;111;
15567;vege_1;110;
15651;final-crs_2;111;995
15669;final-crs_9;110;860
15824;gate-keeper;112;
15825;gate-keeper;113;
