time;ckpt;id;money
262;gate-keeper;0;
263;gate-keeper;1;
264;vege_0;0;
265;vege_1;1;
438;final-crs_2;0;1071
443;final-crs_5;1;1482
528;gate-keeper;2;
529;gate-keeper;3;
533;vege_1;2;
533;frui_0;3;
676;final-crs_5;2;571
678;final-crs_2;3;1505
862;gate-keeper;6;
863;gate-keeper;7;
865;vege_0;6;
866;frui_0;7;
883;final-crs_2;6;1210
898;final-crs_5;7;246
1138;gate-keeper;9;
1159;meat_1;9;
1198;final-crs_9;9;1227
1398;gate-keeper;11;
1399;gate-keeper;12;
1400;frui_1;11;
1415;meat_0;12;
1426;final-crs_4;11;829
1430;final-crs_3;12;895
1839;gate-keeper;15;
1840;gate-keeper;16;
1841;frui_1;16;
1842;vege_0;15;
1847;final-crs_0;16;666
1848;final-crs_5;15;1498
2013;gate-keeper;17;
2015;frui_1;17;
2031;final-crs_2;17;1060
2317;gate-keeper;20;
2319;vege_1;20;
2376;final-crs_9;20;1045
2630;gate-keeper;23;
2632;vege_1;23;
2645;final-crs_8;23;309
2932;gate-keeper;25;
2933;vege_0;25;
2933;gate-keeper;26;
2943;vege_0;26;
2955;final-crs_3;25;712
2970;final-crs_7;26;299
3280;gate-keeper;28;
3281;gate-keeper;29;
3282;vege_0;28;
3304;final-crs_9;28;576
3315;meat_1;29;
3346;final-crs_1;29;849
3597;gate-keeper;31;
3599;vege_1;31;
3638;final-crs_5;31;915
3925;gate-keeper;34;
3927;vege_1;34;
3937;final-crs_0;34;1394
4239;gate-keeper;36;
4240;gate-keeper;37;
4243;vege_0;36;
4247;vege_1;37;
4271;final-crs_4;36;705
4277;final-crs_9;37;716
4399;gate-keeper;39;
4402;frui_0;39;
4408;final-crs_7;39;1706
4513;gate-keeper;40;
4515;frui_1;40;
4518;final-crs_4;40;1858
4792;gate-keeper;42;
4794;vege_0;42;
4801;final-crs_5;42;1545
5069;gate-keeper;44;
5070;gate-keeper;45;
5072;vege_0;44;
5073;vege_1;45;
5078;final-crs_5;44;289
5105;final-crs_6;45;1274
5365;gate-keeper;47;
5366;gate-keeper;48;
5369;frui_1;48;
5372;vege_1;47;
5411;final-crs_7;48;1130
5412;final-crs_9;47;1167
5621;gate-keeper;50;
5625;vege_1;50;
5659;final-crs_4;50;699
5938;gate-keeper;52;
5939;vege_0;52;
5939;gate-keeper;53;
5943;vege_1;53;
5969;final-crs_8;52;883
6002;final-crs_3;53;492
6254;gate-keeper;56;
6255;vege_1;56;
6259;final-crs_3;56;1178
6543;gate-keeper;59;
6547;vege_0;59;
6562;final-crs_1;59;237
6883;gate-keeper;61;
6884;gate-keeper;62;
6886;vege_0;62;
6917;meat_1;61;
6933;final-crs_8;62;445
6966;final-crs_3;61;737
7175;gate-keeper;64;
7179;vege_0;64;
7197;final-crs_3;64;378
7458;gate-keeper;66;
7459;gate-keeper;67;
7463;vege_1;66;
7465;vege_0;67;
7468;final-crs_5;66;357
7476;final-crs_2;67;1130
7662;gate-keeper;69;
7663;vege_0;69;
7690;final-crs_9;69;1125
7787;gate-keeper;70;
7788;frui_0;70;
7792;final-crs_4;70;926
8186;gate-keeper;74;
8187;vege_0;74;
8235;final-crs_5;74;1026
8627;gate-keeper;78;
8628;vege_1;78;
8658;final-crs_9;78;252
8910;gate-keeper;80;
8911;gate-keeper;81;
8920;vege_0;80;
8921;vege_1;81;
8925;final-crs_6;80;486
8932;final-crs_5;81;738
9094;gate-keeper;82;
9126;meat_1;82;
9131;final-crs_9;82;1086
9179;gate-keeper;83;
9181;vege_0;83;
9182;final-crs_5;83;97
9473;gate-keeper;85;
9474;frui_1;85;
9485;final-crs_3;85;329
9782;gate-keeper;88;
9786;vege_1;88;
9787;final-crs_0;88;564
10016;gate-keeper;90;
10017;vege_0;90;
10018;final-crs_1;90;498
10111;gate-keeper;91;
10115;vege_1;91;
10204;final-crs_3;91;1126
10410;gate-keeper;93;
10411;gate-keeper;94;
10413;vege_1;93;
10414;frui_0;94;
10452;final-crs_5;93;795
10480;final-crs_8;94;1661
10683;gate-keeper;95;
10684;gate-keeper;96;
10686;vege_1;95;
10689;vege_0;96;
10727;final-crs_7;95;809
10738;final-crs_8;96;695
10854;gate-keeper;97;
10855;frui_0;97;
10888;final-crs_9;97;664
10943;gate-keeper;98;
10949;vege_0;98;
10978;final-crs_8;98;1625
11790;gate-keeper;105;
11791;gate-keeper;106;
11793;vege_0;105;
11794;vege_1;106;
11811;final-crs_0;105;826
11831;final-crs_6;106;1121
12279;gate-keeper;108;
12280;gate-keeper;109;
12281;gate-keeper;110;
12282;vege_0;108;
12283;vege_1;109;
12293;vege_0;110;
12299;final-crs_2;108;526
12320;final-crs_8;109;954
12321;final-crs_9;110;687
12681;gate-keeper;114;
12682;frui_1;114;
12692;final-crs_6;114;673
