time;ckpt;id;money
322;gate-keeper;0;
323;frui_0;0;
429;final-crs_0;0;463
607;gate-keeper;1;
611;frui_1;1;
654;final-crs_0;1;1095
887;gate-keeper;2;
889;frui_0;2;
892;final-crs_0;2;662
1204;gate-keeper;3;
1206;vege_1;3;
1267;final-crs_4;3;293
1484;gate-keeper;4;
1494;meat_1;4;
1524;final-crs_2;4;837
1777;gate-keeper;5;
1797;meat_1;5;
1844;final-crs_4;5;481
2068;gate-keeper;6;
2069;gate-keeper;7;
2070;frui_1;7;
2072;vege_0;6;
2113;final-crs_1;7;798
2148;final-crs_0;6;397
2359;gate-keeper;8;
2363;vege_1;8;
2398;final-crs_3;8;780
2507;gate-keeper;9;
2515;vege_0;9;
2572;final-crs_1;9;86
2979;gate-keeper;10;
2980;gate-keeper;11;
2983;frui_0;10;
2985;frui_1;11;
3015;final-crs_1;10;884
3088;final-crs_0;11;1212
3299;gate-keeper;12;
3300;frui_0;12;
3347;final-crs_0;12;311
3610;gate-keeper;13;
3613;vege_0;13;
3663;final-crs_2;13;783
3880;gate-keeper;14;
3881;frui_1;14;
3925;final-crs_2;14;78
4154;gate-keeper;15;
4155;frui_0;15;
4165;final-crs_2;15;843
4178;gate-keeper;16;
4180;vege_1;16;
4228;final-crs_1;16;381
4471;gate-keeper;17;
4475;vege_0;17;
4505;final-crs_0;17;713
4781;gate-keeper;18;
4783;vege_1;18;
4905;final-crs_2;18;895
5139;gate-keeper;19;
5143;vege_1;19;
5149;final-crs_2;19;635
5266;gate-keeper;20;
5270;vege_0;20;
5296;final-crs_3;20;150
5441;gate-keeper;21;
5443;vege_1;21;
5473;final-crs_5;21;1503
5714;gate-keeper;22;
5717;vege_1;22;
5785;final-crs_3;22;114
6010;gate-keeper;23;
6012;vege_0;23;
6019;final-crs_3;23;349
6289;gate-keeper;24;
6315;meat_1;24;
6330;final-crs_2;24;538
6688;gate-keeper;25;
6689;gate-keeper;26;
6691;vege_0;26;
6691;frui_1;25;
6708;final-crs_3;26;298
6728;final-crs_0;25;174
7142;gate-keeper;27;
7145;vege_0;27;
7146;final-crs_0;27;565
7298;gate-keeper;28;
7301;frui_1;28;
7308;final-crs_2;28;663
7589;gate-keeper;29;
7592;vege_0;29;
7628;final-crs_3;29;766
7827;gate-keeper;30;
7835;vege_0;30;
7858;final-crs_3;30;337
8106;gate-keeper;31;
8107;frui_1;31;
8152;final-crs_4;31;511
8453;gate-keeper;32;
8454;gate-keeper;33;
8458;vege_0;32;
8459;vege_1;33;
8525;final-crs_1;32;475
8572;final-crs_0;33;1743
8807;gate-keeper;34;
8840;meat_1;34;
8843;final-crs_5;34;319
9103;gate-keeper;35;
9107;vege_0;35;
9211;final-crs_3;35;177
9392;gate-keeper;36;
9395;frui_1;36;
9415;final-crs_3;36;708
9706;gate-keeper;37;
9709;vege_0;37;
9755;final-crs_1;37;79
9921;gate-keeper;38;
9925;frui_1;38;
9945;gate-keeper;39;
9948;vege_0;39;
9956;final-crs_0;38;262
10002;final-crs_1;39;472
10278;gate-keeper;40;
10291;meat_0;40;
10311;final-crs_5;40;319
10609;gate-keeper;41;
10613;frui_0;41;
10629;final-crs_0;41;84
10882;gate-keeper;42;
10886;vege_0;42;
10913;final-crs_1;42;275
10979;gate-keeper;43;
10981;frui_0;43;
10987;final-crs_4;43;1530
11197;gate-keeper;44;
11199;vege_1;44;
11201;final-crs_4;44;1586
11509;gate-keeper;45;
11510;meat_1;45;
